t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,2.1164,0.8421
100,2.2600,0.8876
150,2.3890,0.8266
200,1.9790,0.8430
250,3.0867,0.8286
300,2.0335,0.8192
350,2.7239,0.8391
400,2.4814,0.8046
450,2.5162,0.8276
500,3.2523,0.8239
550,2.8098,0.8304
600,2.7083,0.7640
650,3.2757,0.8068
700,3.7404,0.7797
750,3.3555,0.7853
800,3.6102,0.7697
850,4.0209,0.7853
900,4.4762,0.7598
950,3.9946,0.7809
1000,4.5096,0.7654
1050,4.2126,0.7955
1100,4.4531,0.8023
1150,4.4821,0.7833
1200,4.3219,0.7874
1250,4.4643,0.7809
1300,4.4267,0.7528
1350,4.3245,0.7640
1400,4.2947,0.7727
1450,4.7339,0.7697
1500,4.7877,0.7667
1550,4.7099,0.7571
1600,4.9567,0.7771
1650,5.3942,0.7684
1700,5.5485,0.7697
1750,5.6024,0.7740
1800,5.2738,0.7841
1850,5.2969,0.7943
1900,5.6914,0.7727
1950,5.2903,0.8057
2000,5.3340,0.7784
2050,5.0815,0.7886
2100,5.2148,0.7747
2150,4.8889,0.7543
2200,4.8095,0.7753
2250,5.3772,0.7429
2300,5.1224,0.7630
2350,4.5419,0.7640
2400,5.4935,0.7386
2450,5.2174,0.7874
2500,5.6385,0.7399
2550,5.5705,0.7299
2600,5.1838,0.7572
2650,5.1687,0.7514
2700,4.7186,0.7283
2750,4.5418,0.7765
2800,4.6853,0.7953
2850,5.0517,0.7919
2900,4.4733,0.7771
2950,5.1446,0.7500
3000,5.2320,0.7895
3050,5.2360,0.7701
3100,5.1397,0.7558
3150,5.5265,0.7688
3200,5.2612,0.7182
3250,5.3959,0.7836
3300,4.8681,0.7965
3350,5.1371,0.7500
3400,5.8114,0.7514
3450,5.4384,0.7500
3500,6.1256,0.7443
3550,6.2243,0.7416
3600,5.9199,0.7104
3650,5.3211,0.7500
3700,5.2559,0.7556
3750,5.7695,0.7584
3800,6.0561,0.7657
3850,6.1828,0.7386
3900,5.6339,0.7714
3950,5.4774,0.7657
4000,5.7155,0.7459
4050,5.8097,0.7485
4100,6.0268,0.7427
4150,6.0095,0.7225
4200,6.2193,0.6989
4250,5.8181,0.7110
4300,5.7610,0.7184
4350,5.4565,0.6983
4400,5.2718,0.6906
4450,5.4405,0.7273
4500,5.9109,0.7514
4550,6.3428,0.7333
4600,6.3571,0.7120
4650,6.4166,0.7158
4700,5.9805,0.7443
4750,6.2489,0.7127
4800,6.4973,0.7088
4850,6.3382,0.7330
4900,5.9528,0.7345
4950,5.8374,0.7318
5000,6.3497,0.7308
5050,5.7191,0.7389
5100,5.6443,0.7611
5150,5.9975,0.7657
5200,5.9953,0.7273
5250,5.4978,0.7697
5300,5.1991,0.6978
5350,5.4670,0.7527
5400,5.1772,0.7263
5450,5.5416,0.7151
5500,5.6998,0.7528
5550,5.1035,0.7571
5600,4.5023,0.7627
5650,4.9333,0.7444
5700,4.7055,0.7430
5750,5.3069,0.7360
5800,5.5571,0.7778
5850,5.1827,0.6791
5900,5.0353,0.7419
5950,4.8527,0.7650
6000,4.7397,0.7596
6050,5.3998,0.7833
6100,5.6063,0.7419
6150,5.0080,0.7391
6200,4.9349,0.7403
6250,5.2976,0.7312
6300,5.0949,0.7213
6350,5.1049,0.7273
6400,4.7428,0.7213
6450,4.8735,0.7143
6500,4.9105,0.7166
6550,4.9143,0.7459
6600,4.7594,0.7198
6650,4.8032,0.7249
6700,4.7620,0.7446
6750,4.6403,0.7297
6800,5.0494,0.7081
6850,4.8036,0.7228
6900,4.7555,0.7120
6950,4.5279,0.7582
7000,4.9548,0.7166
7050,5.1997,0.7104
7100,4.9697,0.7403
7150,5.0374,0.7059
7200,5.4909,0.7000
7250,5.2264,0.7391
7300,5.1052,0.7112
7350,5.1798,0.7253
7400,5.0191,0.7065
7450,5.0248,0.7135
7500,5.6616,0.7258
7550,5.4390,0.7337
7600,5.4279,0.7243
7650,4.7476,0.7391
7700,4.7015,0.7433
7750,4.8140,0.7446
7800,4.7252,0.7181
7850,4.7087,0.7446
7900,4.4848,0.7541
7950,4.8920,0.7500
8000,5.0552,0.7459
8050,5.0972,0.7348
8100,5.5043,0.7222
8150,4.9648,0.7204
8200,5.1478,0.7253
8250,4.8747,0.7258
8300,5.4289,0.7151
8350,5.8138,0.7297
8400,5.0396,0.7322
8450,5.1962,0.7258
8500,5.0026,0.7273
8550,5.2897,0.7065
8600,5.0950,0.7204
8650,5.3485,0.7268
8700,5.1976,0.7380
8750,4.9624,0.7366
8800,4.9333,0.7196
8850,4.7788,0.7446
8900,5.4935,0.7104
8950,5.0764,0.7043
9000,5.1692,0.7158
9050,5.0582,0.7097
9100,5.2554,0.7228
9150,5.1073,0.7081
9200,5.1332,0.7500
9250,5.2227,0.7166
9300,5.0792,0.7351
9350,5.3134,0.7213
9400,5.6203,0.7432
9450,5.3888,0.7268
9500,5.3407,0.7158
9550,4.9470,0.6989
9600,5.9194,0.7473
9650,6.3845,0.7037
9700,6.6085,0.7143
9750,6.8162,0.7322
9800,6.4847,0.6968
9850,6.6491,0.7120
9900,7.0023,0.7189
9950,6.8941,0.7213
10000,6.8190,0.7418
10050,6.9221,0.7611
10100,6.4409,0.7348
10150,6.8391,0.7348
10200,7.1867,0.7174
10250,7.0225,0.7213
10300,7.0481,0.7337
10350,7.0022,0.7293
10400,7.6494,0.7238
10450,7.5073,0.7104
10500,6.9876,0.6796
10550,6.9084,0.6685
10600,6.5052,0.6811
10650,7.0129,0.7011
10700,6.7659,0.7112
10750,6.8831,0.6947
10800,6.8400,0.7000
10850,6.5933,0.6968
10900,6.8754,0.6989
10950,6.7472,0.7430
11000,6.7370,0.7207
11050,6.7791,0.7095
11100,6.9163,0.6796
11150,6.4359,0.6703
11200,5.9711,0.6667
11250,5.8380,0.6833
11300,6.0966,0.7111
11350,6.2228,0.7333
11400,6.4794,0.6978
11450,6.4878,0.7500
11500,6.4909,0.7611
11550,6.7470,0.7143
11600,6.4239,0.7569
11650,6.3574,0.7120
11700,6.5841,0.7120
11750,7.3835,0.6895
11800,7.1067,0.7074
11850,7.2059,0.7391
11900,7.0934,0.7128
11950,7.4974,0.7043
12000,7.2125,0.7097
12050,7.5896,0.7213
12100,7.3728,0.7189
12150,7.5686,0.6935
12200,8.0592,0.6984
12250,7.8146,0.7043
