t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,2.6563,0.8102
100,2.6296,0.8291
150,2.5234,0.8168
200,2.8948,0.8168
250,2.7086,0.8036
300,2.7540,0.8167
350,3.1735,0.8096
400,3.1425,0.7915
450,3.2186,0.8003
500,3.3777,0.8240
550,3.2694,0.7971
600,2.9854,0.8268
650,3.0041,0.7967
700,3.0005,0.8245
750,3.2813,0.8163
800,3.1353,0.7983
850,3.0817,0.8111
900,3.4224,0.7883
950,3.5220,0.7960
1000,3.7676,0.7783
1050,3.7806,0.7838
1100,3.8715,0.7778
1150,3.7268,0.7830
1200,3.6802,0.7805
1250,3.4494,0.7719
1300,3.5134,0.7549
1350,3.5659,0.7695
1400,3.6641,0.7702
1450,3.7036,0.7730
1500,3.6020,0.7652
1550,3.4695,0.7635
1600,3.6823,0.7798
1650,3.7571,0.7733
1700,3.7607,0.7643
1750,4.2324,0.7596
1800,4.0624,0.7542
1850,4.1959,0.7450
1900,4.1959,0.7618
1950,4.1017,0.7488
2000,4.2572,0.7508
2050,4.5782,0.7504
2100,4.2760,0.7550
2150,4.1026,0.7668
2200,3.9830,0.7575
2250,4.0224,0.7683
2300,4.1385,0.7430
2350,4.0319,0.7625
2400,3.9925,0.7441
2450,3.9019,0.7513
2500,4.0103,0.7516
2550,4.2522,0.7504
2600,4.2652,0.7650
2650,4.1406,0.7597
2700,4.3396,0.7571
2750,4.4095,0.7345
2800,4.3168,0.7533
2850,4.4858,0.7643
2900,4.1756,0.7384
2950,4.5872,0.7441
3000,4.3812,0.7306
3050,4.3696,0.7354
3100,4.1676,0.7341
3150,4.3977,0.7500
3200,4.5919,0.7361
3250,4.3229,0.7733
3300,4.5264,0.7727
3350,4.9316,0.7508
3400,4.9542,0.7661
3450,4.8727,0.7674
3500,4.8077,0.7471
3550,4.7246,0.7376
3600,4.5645,0.7625
3650,4.6692,0.7533
3700,4.9284,0.7575
3750,5.1264,0.7615
3800,4.9054,0.7721
3850,5.0493,0.7642
3900,5.0579,0.7703
3950,4.8944,0.7512
4000,5.1446,0.7630
4050,4.8406,0.7731
4100,4.9032,0.7203
4150,4.9795,0.7591
4200,5.2822,0.7674
4250,5.0435,0.7329
4300,5.0538,0.7437
4350,4.9164,0.7479
4400,4.8444,0.7602
4450,4.9111,0.7668
4500,4.9640,0.7574
4550,5.2067,0.7687
4600,5.3602,0.7249
4650,5.0621,0.7574
4700,4.7329,0.7570
4750,4.4100,0.7525
4800,4.5738,0.7488
4850,4.6230,0.7463
4900,4.5524,0.7562
4950,4.3005,0.7586
5000,4.3991,0.7595
5050,4.4339,0.7375
5100,4.3435,0.7568
5150,4.2778,0.7554
5200,4.5101,0.7434
5250,4.6459,0.7443
5300,4.4916,0.7492
5350,4.7251,0.7467
5400,4.3555,0.7599
5450,4.1916,0.7517
5500,4.3130,0.7446
5550,4.2634,0.7334
5600,4.4263,0.7419
5650,4.3494,0.7496
5700,4.3752,0.7308
5750,4.2555,0.7157
5800,4.2349,0.7336
5850,4.2774,0.7441
5900,4.4089,0.7425
5950,4.6916,0.7546
6000,4.2158,0.7620
6050,4.0466,0.7252
6100,4.4307,0.7391
6150,4.6082,0.7280
6200,4.4609,0.7316
6250,4.5636,0.7425
6300,4.7544,0.7450
6350,4.7778,0.7295
6400,4.7694,0.7303
6450,4.4996,0.7375
6500,4.6887,0.7340
6550,4.7844,0.7230
6600,4.6039,0.7380
6650,4.7968,0.7463
6700,4.6556,0.7400
6750,4.6264,0.7244
6800,4.5214,0.7368
6850,4.5781,0.7462
6900,3.9402,0.7348
6950,4.1284,0.7364
7000,4.2416,0.7429
7050,4.6281,0.7176
7100,4.3397,0.7192
7150,4.6520,0.7066
7200,4.6353,0.7138
7250,4.7006,0.7181
7300,4.7569,0.7221
7350,4.7088,0.7363
7400,4.8427,0.7361
7450,4.8416,0.7157
7500,5.0964,0.7124
7550,5.0524,0.7244
7600,5.1591,0.7070
7650,5.0529,0.7100
7700,4.8381,0.7220
7750,5.1813,0.7267
7800,5.1431,0.7292
7850,5.2505,0.7079
7900,5.2975,0.7002
7950,5.0506,0.7157
8000,4.8297,0.7175
8050,4.9550,0.7323
8100,4.9941,0.7298
8150,4.9214,0.7143
8200,4.6115,0.7008
8250,4.8210,0.7283
8300,4.7930,0.7024
8350,4.5920,0.7127
8400,4.5519,0.7071
8450,4.8232,0.7108
8500,4.5928,0.7138
8550,4.3065,0.7065
8600,4.3913,0.7113
8650,4.5876,0.7236
8700,4.4865,0.7252
8750,4.3090,0.7007
8800,4.7884,0.7191
8850,4.4620,0.7236
8900,4.6980,0.7050
8950,4.5688,0.7102
9000,4.5937,0.7028
9050,4.6732,0.7233
9100,5.0667,0.7164
9150,4.9839,0.7236
9200,4.8253,0.7247
9250,4.8389,0.7028
9300,4.4986,0.7265
9350,4.8146,0.7222
9400,4.9901,0.7124
9450,4.9849,0.7250
9500,4.9901,0.7185
9550,4.7890,0.7077
9600,4.9305,0.7202
9650,4.9241,0.7219
9700,5.0215,0.7140
9750,4.9202,0.7228
9800,5.0278,0.7152
9850,4.7806,0.7214
9900,4.7728,0.6948
9950,5.3603,0.6906
10000,5.4126,0.7299
10050,5.1843,0.7349
