t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,1.9580,0.8192
100,1.8311,0.8308
150,1.7160,0.8207
200,2.2835,0.8270
250,2.3203,0.8159
300,2.1484,0.7971
350,2.4052,0.8146
400,2.5207,0.8228
450,2.3258,0.8265
500,2.2335,0.8159
550,2.2499,0.7829
600,2.1773,0.7845
650,2.6981,0.7890
700,2.6474,0.7980
750,2.5412,0.7813
800,2.3396,0.7867
850,2.5728,0.7900
900,3.0427,0.7830
950,2.8439,0.7780
1000,2.7148,0.8081
1050,2.8456,0.7683
1100,2.6082,0.7677
1150,2.2658,0.8034
1200,2.5035,0.7983
1250,2.7521,0.7822
1300,2.6588,0.7653
1350,2.4694,0.7815
1400,2.7268,0.7727
1450,2.7838,0.7731
1500,2.9300,0.7791
1550,2.8297,0.7561
1600,2.8859,0.7455
1650,2.6782,0.7583
1700,2.2304,0.7705
1750,2.6082,0.7646
1800,2.6329,0.7583
1850,3.1503,0.7385
1900,3.2908,0.7386
1950,3.2400,0.7423
2000,3.1594,0.7458
2050,2.9015,0.7388
2100,2.9472,0.7421
2150,3.4307,0.7243
2200,2.8624,0.7438
2250,3.0980,0.7333
2300,3.2330,0.7346
2350,3.2148,0.7166
2400,3.1962,0.7354
2450,3.0515,0.7345
2500,3.0414,0.7317
2550,3.0709,0.7340
2600,3.2598,0.7416
2650,3.1685,0.7273
2700,2.8821,0.7319
2750,3.1163,0.7500
2800,3.3738,0.7344
2850,3.5468,0.7347
2900,3.1662,0.7424
2950,3.2676,0.7274
3000,3.2049,0.7342
3050,3.4467,0.7198
3100,3.3292,0.7385
3150,3.5724,0.7213
3200,3.3994,0.7283
3250,3.4209,0.7210
3300,3.3615,0.7127
3350,3.6635,0.7154
3400,3.4191,0.7027
3450,3.6808,0.7021
3500,3.3490,0.7063
3550,3.3604,0.7196
3600,3.4933,0.7364
3650,3.5198,0.7152
3700,3.5124,0.7173
3750,3.9204,0.7192
3800,3.4667,0.7316
