t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,1.8304,0.8157
100,1.7872,0.8054
150,1.6604,0.8190
200,1.7172,0.8138
250,1.7991,0.7926
300,1.9652,0.8128
350,1.8063,0.8000
400,1.7306,0.8032
450,1.7668,0.7838
500,2.2041,0.8025
550,2.3106,0.7807
600,2.1482,0.7784
650,2.0949,0.7741
700,2.1056,0.7778
750,2.0129,0.7784
800,1.9267,0.7943
850,1.8913,0.7784
900,1.9748,0.7908
950,2.3255,0.7807
1000,1.9974,0.7858
1050,2.4152,0.7837
1100,2.0235,0.7942
1150,1.9239,0.7827
1200,2.1821,0.7839
1250,2.3705,0.7657
1300,2.0496,0.7690
1350,1.9270,0.7778
1400,2.4601,0.7677
1450,2.0841,0.7886
1500,1.8106,0.7588
1550,2.0075,0.7609
1600,1.9974,0.7722
1650,2.1417,0.7640
1700,2.3820,0.7606
1750,2.4806,0.7496
1800,1.9655,0.7664
1850,2.0686,0.7660
1900,2.2882,0.7371
1950,2.3908,0.7504
2000,2.2730,0.7478
2050,2.1622,0.7513
2100,2.0537,0.7596
2150,2.0419,0.7504
2200,2.2301,0.7509
2250,2.5533,0.7379
2300,2.2622,0.7375
2350,2.1847,0.7362
2400,2.1434,0.7245
2450,2.0163,0.7345
2500,1.9739,0.7413
2550,1.9898,0.7566
2600,2.1356,0.7288
2650,2.0960,0.7363
2700,2.1640,0.7392
2750,2.1725,0.7358
2800,2.3852,0.7291
2850,2.5380,0.7392
2900,2.1749,0.7474
2950,2.0641,0.7739
3000,2.1245,0.7799
3050,1.8983,0.7491
3100,2.0502,0.7336
3150,2.2182,0.7388
3200,2.4825,0.7367
3250,2.7402,0.7370
3300,2.5492,0.7461
3350,2.6516,0.7242
3400,2.4898,0.7453
3450,2.5497,0.7378
3500,2.6290,0.7329
3550,2.6475,0.7268
3600,2.6700,0.7448
3650,2.6234,0.7371
3700,2.9465,0.7274
3750,2.9800,0.7363
3800,3.2690,0.7427
3850,3.0300,0.7346
3900,3.3148,0.7342
3950,3.2087,0.7312
4000,3.4902,0.7285
4050,3.3815,0.7402
4100,3.2602,0.7393
4150,3.4704,0.7227
4200,3.0974,0.7277
4250,3.3101,0.7435
4300,3.5964,0.7193
4350,3.6921,0.7539
4400,3.9497,0.7334
4450,4.3904,0.7346
4500,4.2970,0.7277
4550,4.1843,0.7276
4600,4.2806,0.7487
4650,4.2972,0.7368
4700,4.4434,0.7320
4750,4.4374,0.7201
4800,4.4416,0.7223
4850,4.2020,0.7350
4900,4.6820,0.7427
4950,4.2564,0.7410
5000,4.4104,0.7191
5050,4.5070,0.7288
5100,4.6188,0.7483
5150,4.6413,0.7402
5200,4.6107,0.7470
5250,4.3563,0.7517
5300,4.3804,0.7474
5350,4.0683,0.7492
5400,3.8441,0.7336
5450,3.9331,0.7453
