t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,2.5089,0.8182
100,2.8449,0.8424
150,2.7941,0.8424
200,3.0943,0.8434
250,3.4792,0.8589
300,3.1107,0.8274
350,2.5734,0.8075
400,2.9477,0.7929
450,2.8243,0.7892
500,3.5796,0.8659
550,3.6024,0.8221
600,2.8347,0.8323
650,3.3336,0.8667
700,2.8021,0.9006
750,3.0601,0.8481
800,3.0143,0.8688
850,2.5648,0.8503
900,2.8775,0.8598
950,2.8189,0.8476
1000,2.9748,0.7826
1050,2.7907,0.8364
1100,3.1338,0.8293
1150,3.4388,0.8500
1200,3.5631,0.8491
1250,3.0788,0.8447
1300,3.3299,0.8171
1350,3.8148,0.8405
1400,3.6942,0.7879
1450,3.6297,0.8333
1500,3.9805,0.7939
1550,3.4936,0.8133
1600,3.6669,0.7605
1650,3.5115,0.8121
1700,4.0404,0.7917
1750,3.9027,0.8221
1800,3.8508,0.7844
1850,3.8770,0.7665
1900,3.9256,0.7818
1950,3.6141,0.7410
2000,3.6851,0.7870
2050,4.1361,0.7647
2100,4.2492,0.7929
2150,4.6501,0.7588
2200,4.4432,0.7904
2250,4.9581,0.7647
2300,4.7032,0.7941
2350,4.6652,0.7630
2400,3.9913,0.7778
2450,4.0462,0.7558
2500,4.4091,0.7803
2550,4.7663,0.7849
2600,4.4783,0.8047
2650,4.1511,0.8012
2700,4.2563,0.7849
2750,4.2384,0.7647
2800,4.2971,0.7778
2850,4.9097,0.7630
2900,4.2645,0.7321
2950,3.9532,0.7692
3000,3.9596,0.7588
3050,3.9210,0.7529
3100,4.1406,0.7545
3150,4.0725,0.7870
3200,3.9253,0.7765
3250,3.9103,0.7661
3300,3.5650,0.7500
3350,4.5230,0.7368
3400,4.5165,0.7633
3450,4.5621,0.7235
3500,4.2012,0.7035
3550,4.9168,0.7605
3600,5.0970,0.7241
3650,5.2736,0.7337
3700,4.7886,0.7059
3750,4.5806,0.7368
3800,4.6614,0.7143
3850,4.5245,0.7168
3900,4.5206,0.6919
3950,4.8312,0.7143
4000,4.6654,0.7069
4050,4.9274,0.6780
4100,4.8134,0.6686
4150,4.4891,0.6552
4200,4.2896,0.6994
4250,4.4659,0.6959
4300,3.9955,0.6647
4350,4.0774,0.7011
4400,4.1892,0.7321
4450,4.3281,0.7365
4500,4.1072,0.7529
4550,4.6236,0.7069
4600,4.1306,0.7193
4650,4.0582,0.6914
4700,4.3421,0.7110
4750,4.1099,0.7251
4800,3.9216,0.6763
4850,4.3160,0.6782
4900,4.2701,0.7168
4950,4.4926,0.7135
