t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,1.7237,0.7839
100,2.1519,0.7812
150,1.9076,0.8089
200,2.6105,0.7974
250,2.2334,0.8069
300,2.2211,0.8160
350,2.2651,0.7481
400,2.3291,0.7793
450,2.2247,0.7920
500,2.5871,0.7706
550,2.8700,0.7468
600,2.9566,0.7390
650,2.8634,0.7323
700,3.2409,0.7294
750,3.0123,0.7224
800,3.2549,0.7345
850,3.4156,0.7348
900,3.4280,0.7183
950,3.8078,0.7146
1000,4.3105,0.7256
1050,4.6372,0.7125
1100,4.7966,0.6977
1150,3.8241,0.7053
1200,3.6497,0.7063
1250,4.0172,0.7190
1300,4.5987,0.6869
1350,4.2633,0.7032
1400,4.6869,0.7065
1450,4.6338,0.7013
1500,4.6279,0.6967
1550,4.6346,0.7041
1600,4.2978,0.7190
1650,4.2297,0.7266
1700,4.8396,0.7226
1750,4.5540,0.7234
1800,4.4432,0.7084
1850,4.6594,0.7056
1900,4.4470,0.6987
1950,4.1663,0.7296
2000,3.9509,0.7020
2050,3.8894,0.7078
2100,4.2414,0.7128
2150,4.2125,0.6915
2200,4.1922,0.6823
2250,3.9791,0.7225
2300,4.0630,0.7150
2350,4.0075,0.6958
2400,4.2775,0.7096
2450,4.3247,0.7089
2500,4.2020,0.6892
2550,4.1970,0.6954
2600,3.7862,0.6829
2650,3.9638,0.7028
2700,3.8919,0.7132
2750,4.1219,0.6957
2800,3.9845,0.6925
2850,4.0652,0.6768
2900,3.9216,0.6463
2950,3.9482,0.6410
3000,4.2985,0.6438
3050,4.6494,0.6350
3100,4.3985,0.6419
3150,4.2324,0.6546
3200,3.9628,0.6572
3250,3.8039,0.6581
3300,4.2755,0.6632
3350,4.5323,0.6203
3400,4.6111,0.6427
3450,4.4723,0.6566
3500,4.4481,0.6523
3550,4.3110,0.6472
3600,4.7572,0.6343
3650,4.8112,0.6564
3700,4.8182,0.6486
3750,4.9936,0.6317
3800,4.9074,0.6580
3850,4.8323,0.6572
3900,4.6486,0.6399
3950,4.8944,0.6224
4000,4.6506,0.5975
4050,4.6615,0.6301
4100,4.8600,0.6231
4150,4.6198,0.6266
4200,4.8407,0.6480
4250,4.7731,0.6240
4300,5.3192,0.6387
4350,4.8598,0.6340
4400,4.8540,0.6282
4450,4.7438,0.6368
4500,5.0651,0.6378
4550,5.1662,0.6352
4600,4.7825,0.6088
4650,4.4911,0.6202
4700,4.2613,0.6189
4750,4.4322,0.6359
4800,4.4079,0.6114
4850,4.2490,0.6286
4900,4.2674,0.6199
4950,4.2912,0.6327
5000,4.1709,0.6434
5050,4.3516,0.6240
5100,4.5431,0.6702
5150,4.5166,0.6375
5200,4.8959,0.6350
5250,4.6533,0.6347
5300,4.6710,0.6282
5350,4.2937,0.6378
5400,4.2167,0.6366
5450,4.1050,0.6418
5500,4.3567,0.6276
