t_ps,beta_core_rmsd_vs_own_start,contact_jaccard_vs_own_start
50,2.4696,0.7958
100,2.5283,0.7903
150,3.0493,0.8274
200,2.9413,0.7967
250,3.1451,0.7914
300,3.1789,0.7872
350,3.1025,0.7613
400,3.0535,0.7778
450,3.3005,0.7873
500,3.3464,0.8192
550,3.0726,0.8153
600,3.4888,0.7933
650,3.5641,0.7596
700,3.7694,0.7775
750,3.3478,0.7591
800,3.1100,0.7722
850,3.5047,0.7480
900,3.5103,0.7654
950,3.4753,0.7507
1000,3.6484,0.7576
1050,3.7634,0.7657
1100,4.0256,0.7861
1150,3.6850,0.7738
1200,3.7567,0.7751
1250,3.8020,0.7978
1300,3.5676,0.7836
1350,3.5306,0.7650
1400,3.7131,0.7717
1450,3.8346,0.7412
1500,4.2041,0.7439
1550,3.8781,0.7595
1600,4.0663,0.7319
1650,4.0721,0.7440
1700,4.2612,0.7283
1750,4.5161,0.7321
1800,4.5977,0.7177
1850,4.2756,0.7251
1900,4.3698,0.7283
1950,4.4011,0.7074
2000,4.5680,0.7193
2050,4.5935,0.7596
2100,4.4666,0.7520
2150,4.9024,0.7248
2200,4.3816,0.7419
2250,4.4729,0.7292
2300,4.5835,0.7251
2350,4.0437,0.7493
2400,3.8481,0.7211
2450,3.8779,0.7062
2500,4.1332,0.6931
2550,4.3922,0.7154
2600,4.3195,0.7201
2650,3.9978,0.7340
2700,4.1874,0.7174
2750,4.5885,0.7234
2800,4.3195,0.6907
2850,4.7652,0.7192
2900,4.4042,0.6997
2950,4.8558,0.7232
3000,4.8772,0.7265
3050,4.6760,0.7405
3100,5.4301,0.7292
3150,4.7006,0.7299
3200,4.2999,0.7360
3250,4.8322,0.7350
3300,3.8332,0.7275
3350,4.4296,0.7067
3400,4.6654,0.6834
3450,4.4502,0.7056
3500,4.2697,0.7067
3550,4.4651,0.7082
3600,4.5533,0.7251
3650,4.3997,0.7170
3700,4.0047,0.7043
3750,4.0917,0.7330
3800,3.8168,0.7193
3850,3.8659,0.7100
3900,3.9891,0.7013
3950,3.9636,0.6944
4000,4.1465,0.6968
4050,4.0343,0.6997
4100,3.9772,0.7177
4150,4.1379,0.6968
4200,4.4644,0.7082
4250,4.6837,0.6880
4300,4.4172,0.6987
4350,4.3083,0.7350
4400,4.6535,0.7283
4450,4.5516,0.7224
4500,4.5588,0.7466
4550,4.6767,0.7060
4600,4.3516,0.7253
4650,4.2029,0.7143
4700,4.2519,0.7231
4750,4.4448,0.7150
4800,4.2734,0.7440
4850,4.6974,0.7273
4900,4.6928,0.7521
4950,5.2047,0.7105
5000,5.2715,0.7200
5050,5.1565,0.7086
5100,5.3285,0.6859
5150,5.2401,0.7339
5200,4.9468,0.7246
5250,5.4399,0.6823
5300,5.2661,0.6947
5350,5.1320,0.6745
5400,4.8304,0.7154
5450,4.9910,0.6963
5500,4.8825,0.7051
5550,4.9669,0.7147
5600,4.9230,0.7024
5650,5.0224,0.6974
5700,5.1350,0.7255
5750,4.7318,0.7035
5800,4.9411,0.7163
5850,5.1067,0.6878
5900,5.0681,0.6798
5950,4.7249,0.7231
6000,4.5889,0.7116
6050,4.7573,0.7011
6100,5.0439,0.7278
6150,4.9191,0.7096
6200,4.7888,0.7155
6250,4.8674,0.7159
6300,4.6292,0.7163
6350,4.9026,0.7060
6400,5.3491,0.6860
6450,5.0778,0.6975
6500,4.7591,0.6898
6550,4.8978,0.6832
6600,4.7069,0.6557
6650,4.8480,0.6374
6700,5.0016,0.6676
6750,5.4736,0.6778
6800,5.5372,0.6474
6850,5.4605,0.6374
6900,5.8359,0.6512
6950,5.8941,0.6398
7000,5.5783,0.6386
7050,5.9110,0.6493
7100,5.9309,0.6667
7150,6.1853,0.6469
7200,5.7193,0.6290
7250,5.6462,0.6220
7300,5.4855,0.6240
7350,5.8784,0.6038
7400,5.7292,0.6209
7450,5.8756,0.6049
7500,5.5973,0.6501
7550,5.4866,0.6557
7600,5.5533,0.6620
7650,5.7581,0.6332
7700,5.7057,0.6648
7750,5.5645,0.6593
7800,5.5114,0.6393
7850,5.7532,0.6639
7900,5.8622,0.6695
7950,5.9145,0.6278
8000,5.8964,0.6516
8050,6.1846,0.6564
8100,5.9840,0.6412
8150,5.8645,0.6461
8200,5.6498,0.6417
8250,5.8700,0.6723
8300,5.7559,0.6436
8350,5.8236,0.6448
8400,5.9798,0.6630
8450,6.1264,0.6564
8500,5.9123,0.6322
8550,6.4253,0.6314
8600,5.9191,0.6168
8650,5.8499,0.6348
8700,5.9927,0.6222
8750,5.8257,0.6475
8800,6.1532,0.6334
8850,5.7615,0.6440
8900,5.5240,0.6694
8950,5.7421,0.6448
9000,5.7381,0.6639
9050,6.0262,0.6556
9100,6.2288,0.6592
9150,6.0851,0.6594
9200,6.0932,0.6648
9250,5.7743,0.6374
9300,5.8768,0.6341
9350,5.9244,0.6577
9400,5.9935,0.6240
9450,5.8026,0.6393
9500,5.9396,0.6210
9550,5.9452,0.6337
9600,6.3231,0.6129
9650,6.4328,0.6270
9700,6.4048,0.6250
9750,6.4327,0.6166
9800,6.2108,0.6180
9850,6.1501,0.6127
9900,6.0045,0.6047
9950,5.5893,0.6283
10000,6.2017,0.6273
10050,6.1297,0.6173
10100,6.1946,0.6287
10150,6.0946,0.6063
10200,5.9558,0.6188
10250,6.0466,0.6058
10300,5.7451,0.6053
10350,6.0045,0.6110
10400,5.6443,0.6049
10450,5.6859,0.5942
10500,5.5565,0.6117
10550,5.9289,0.6101
10600,5.7658,0.6127
10650,5.6087,0.6203
10700,5.5778,0.6075
10750,5.7143,0.6082
10800,5.8247,0.5984
10850,5.3545,0.6123
10900,5.0583,0.6087
10950,5.2822,0.6230
11000,4.7895,0.6126
11050,4.5616,0.5824
11100,4.4087,0.6454
11150,4.4881,0.6311
11200,4.7036,0.6154
11250,4.9890,0.6033
11300,5.0022,0.5962
11350,5.1404,0.6048
11400,5.1290,0.5962
11450,4.9445,0.6061
11500,5.1380,0.6033
11550,4.9437,0.5928
11600,5.0385,0.6077
11650,5.3760,0.5789
11700,5.4992,0.5753
11750,5.0512,0.5919
11800,5.1035,0.5737
11850,5.4913,0.5791
11900,5.3078,0.5699
11950,5.4549,0.5920
12000,5.3861,0.5973
12050,5.1513,0.5867
12100,5.3985,0.5978
12150,5.2529,0.5984
12200,5.2794,0.6167
12250,5.3574,0.6137
12300,5.0113,0.6022
12350,5.3753,0.6443
12400,5.6048,0.6137
12450,5.5044,0.6274
12500,5.9883,0.6148
12550,5.8086,0.6369
12600,6.1035,0.6213
12650,6.5984,0.6346
12700,6.5000,0.6592
12750,6.7510,0.6714
12800,6.5583,0.6507
12850,6.5804,0.6181
12900,6.6548,0.6291
12950,6.7194,0.6131
13000,6.9713,0.6131
13050,6.8651,0.6379
13100,6.8220,0.5905
13150,6.4017,0.5935
13200,6.2162,0.6282
13250,6.2765,0.6034
13300,6.3623,0.5923
13350,6.0855,0.5773
13400,6.1072,0.6066
13450,5.6348,0.6240
13500,6.0855,0.5870
13550,6.3157,0.6072
13600,6.1264,0.5879
13650,5.9957,0.6005
13700,6.1855,0.5827
13750,6.4185,0.5984
13800,6.3637,0.5889
13850,6.2288,0.5989
13900,6.2013,0.6146
13950,6.4641,0.6049
14000,6.7374,0.5978
14050,6.5246,0.6206
14100,7.0416,0.6137
14150,6.8937,0.5940
14200,6.7792,0.6033
14250,6.6203,0.6122
14300,6.9099,0.6435
14350,6.9858,0.5908
14400,7.0278,0.5876
14450,6.8960,0.6212
14500,7.0042,0.6212
14550,7.2281,0.6384
14600,7.2112,0.6116
14650,7.4957,0.6394
14700,7.4117,0.6281
14750,7.3286,0.6158
14800,7.2479,0.6082
14850,7.3547,0.6407
14900,7.1071,0.6407
14950,7.7150,0.6194
15000,7.5154,0.6230
15050,7.4914,0.5862
15100,7.5095,0.6048
15150,7.8162,0.6179
15200,7.6122,0.6260
15250,7.8237,0.6107
15300,7.4075,0.6125
15350,7.5130,0.6098
15400,7.1834,0.6223
15450,6.9876,0.5862
15500,7.4368,0.6123
15550,7.4477,0.5963
15600,7.5815,0.5925
15650,7.2719,0.5871
15700,6.9975,0.6032
15750,7.3286,0.5932
15800,7.3122,0.6210
15850,7.6585,0.5898
15900,7.6292,0.5916
15950,7.6216,0.6043
16000,7.4108,0.6154
16050,7.7409,0.5932
16100,7.2724,0.5989
16150,7.4633,0.6075
16200,7.2890,0.6102
16250,7.6007,0.6000
16300,7.8290,0.5782
16350,8.0302,0.5780
16400,8.1249,0.5892
16450,7.6666,0.5753
16500,7.5143,0.5802
16550,7.5913,0.5908
16600,7.1510,0.5973
16650,7.5771,0.5873
16700,7.5565,0.5973
16750,7.6117,0.5778
16800,7.8201,0.5842
16850,7.7773,0.5963
16900,7.3861,0.5722
16950,7.5842,0.5952
17000,7.4983,0.5824
17050,7.5548,0.5573
17100,7.3925,0.5381
17150,7.3876,0.5827
17200,7.7080,0.5556
17250,7.4152,0.5464
17300,7.6713,0.5586
17350,7.6603,0.5317
17400,7.8539,0.5337
17450,8.0300,0.5538
17500,7.9934,0.5543
17550,8.1955,0.5734
17600,8.1643,0.5652
17650,8.2763,0.5510
17700,8.8482,0.5707
17750,8.6215,0.5505
17800,8.3041,0.5676
17850,8.5779,0.5589
17900,8.8924,0.5574
17950,9.0426,0.5797
18000,9.1148,0.5765
18050,9.5047,0.5547
18100,9.5148,0.5676
18150,9.0799,0.5679
18200,8.6195,0.5589
18250,9.0545,0.5576
18300,9.2179,0.5625
18350,8.9565,0.5738
18400,8.8816,0.5710
18450,8.2832,0.5484
18500,8.4030,0.5474
18550,8.7668,0.5829
18600,7.9912,0.5625
18650,8.2979,0.5737
18700,8.0355,0.5598
18750,8.2499,0.5486
18800,8.2744,0.5552
18850,8.3771,0.5707
18900,7.9475,0.5495
18950,8.0387,0.5616
19000,7.7216,0.5623
19050,7.7111,0.5718
19100,7.8926,0.5722
19150,7.8414,0.5474
19200,7.6201,0.5668
19250,7.8559,0.5474
19300,7.9106,0.5605
19350,8.1304,0.5643
19400,8.1659,0.5486
19450,7.9501,0.5671
19500,8.1614,0.5707
19550,7.6173,0.5703
19600,7.4831,0.5691
19650,8.1287,0.5761
19700,8.1050,0.5535
19750,7.8911,0.5413
19800,8.3888,0.5647
19850,7.9489,0.5491
19900,7.7685,0.5514
19950,7.4840,0.5625
20000,7.5360,0.5457
20050,7.5882,0.5546
20100,7.9543,0.5435
20150,7.7511,0.5296
20200,7.6997,0.5467
20250,8.1136,0.5586
20300,7.7242,0.5412
20350,7.6201,0.5370
20400,8.2805,0.5383
20450,7.9719,0.5746
20500,8.3873,0.5604
20550,8.0356,0.5559
20600,8.1204,0.5541
20650,7.4707,0.5514
20700,7.5369,0.5707
20750,7.2904,0.5538
20800,7.3467,0.5565
20850,7.9108,0.5330
20900,7.5136,0.5395
20950,7.3730,0.5541
21000,6.7978,0.5512
21050,7.2239,0.5397
21100,7.3527,0.5328
21150,7.4006,0.5538
21200,7.5312,0.5351
21250,7.5328,0.5556
21300,7.3383,0.5653
21350,7.4695,0.5650
21400,7.1695,0.5497
21450,7.0365,0.5765
21500,7.3090,0.5333
21550,7.0675,0.5407
21600,7.3548,0.5093
21650,7.4208,0.5330
21700,8.0960,0.5065
21750,7.5664,0.5255
21800,7.9328,0.5479
21850,8.1436,0.5391
21900,8.2304,0.5474
21950,8.1753,0.5423
22000,7.9009,0.5509
22050,8.1277,0.5409
22100,8.1398,0.5119
22150,8.1598,0.5194
22200,7.9702,0.5077
22250,8.1733,0.5013
22300,7.7787,0.5167
22350,7.9611,0.5360
22400,8.1134,0.5335
22450,8.3860,0.5482
22500,8.6319,0.5559
22550,8.2893,0.5710
22600,8.4342,0.5499
22650,8.3911,0.5445
22700,8.1592,0.5225
22750,8.2829,0.5403
22800,8.1785,0.5556
22850,8.0111,0.5577
22900,8.1724,0.5501
22950,8.1471,0.5589
23000,8.0504,0.5452
23050,8.2031,0.5432
23100,7.9223,0.5372
23150,7.7285,0.5403
23200,8.0652,0.5365
23250,7.8105,0.5296
23300,7.6057,0.5638
23350,7.7580,0.5788
23400,8.2762,0.5337
23450,8.1853,0.5374
23500,8.6002,0.5418
23550,8.7489,0.5426
23600,8.2635,0.5452
23650,8.4323,0.5133
23700,8.6007,0.5252
23750,8.4381,0.5302
23800,8.0226,0.5267
23850,7.6928,0.5328
23900,7.2264,0.5280
23950,7.3545,0.5132
24000,7.2345,0.5379
24050,7.7329,0.5079
24100,7.4956,0.5366
24150,7.5767,0.5496
24200,7.6736,0.5635
24250,7.8630,0.5203
24300,8.1086,0.5474
24350,7.7876,0.5285
24400,8.0161,0.5414
24450,7.9847,0.5383
24500,7.9936,0.5670
24550,8.1369,0.5540
24600,8.0983,0.5425
24650,8.1266,0.5297
24700,8.2092,0.5259
24750,8.4403,0.5302
24800,8.2553,0.5052
24850,8.5024,0.4974
24900,9.0382,0.5091
24950,8.8185,0.4924
25000,8.8365,0.5026
25050,8.8399,0.5052
25100,8.6205,0.5157
25150,8.3911,0.5092
25200,8.3366,0.5079
25250,7.9657,0.5183
25300,7.9773,0.5000
25350,8.0987,0.5169
25400,8.0040,0.5013
25450,8.1348,0.5302
25500,8.2167,0.5165
25550,8.5675,0.5337
25600,8.2476,0.5296
25650,8.6488,0.5284
25700,8.6593,0.5448
25750,8.8758,0.5314
25800,8.9608,0.5617
25850,8.8467,0.5373
25900,8.6917,0.5499
25950,8.7259,0.5332
26000,8.8243,0.5194
26050,8.5661,0.5579
26100,9.1954,0.5131
26150,9.1284,0.5325
26200,8.9565,0.5269
26250,9.0259,0.5064
26300,8.9739,0.5271
26350,8.5563,0.5193
26400,8.7434,0.5447
26450,8.4127,0.5088
26500,8.2422,0.5190
26550,8.5135,0.5221
26600,8.2726,0.5422
26650,8.3867,0.5256
26700,8.5025,0.5381
26750,8.6795,0.5417
26800,8.1932,0.5389
26850,8.5805,0.5527
26900,8.6456,0.5251
26950,7.9944,0.5294
27000,8.2693,0.5325
27050,8.2038,0.5306
27100,8.3274,0.5447
27150,8.2912,0.5368
27200,8.4447,0.5403
27250,8.4623,0.5311
27300,8.4999,0.5286
27350,8.5302,0.5129
27400,8.5332,0.5412
27450,8.9884,0.5220
27500,8.9493,0.5156
27550,8.7221,0.5026
27600,8.6556,0.5139
27650,8.4396,0.5396
27700,8.5823,0.5163
27750,8.9644,0.5063
27800,9.0287,0.4872
27850,9.1903,0.5000
27900,8.9989,0.4725
27950,9.2355,0.4827
28000,8.9137,0.5180
28050,8.9860,0.4912
28100,8.8743,0.4975
28150,8.6718,0.4835
28200,8.9951,0.4975
28250,9.0359,0.5025
28300,9.0329,0.5088
28350,9.0547,0.4875
28400,8.8854,0.5038
28450,8.9707,0.5078
28500,8.9397,0.4949
28550,8.8376,0.4837
28600,8.9840,0.4863
28650,8.6784,0.4837
28700,8.5793,0.4987
28750,8.3141,0.5117
28800,8.5814,0.5323
28850,8.6846,0.5328
28900,8.9384,0.5278
28950,9.1195,0.5077
29000,8.8855,0.4975
29050,8.8674,0.5050
29100,8.5479,0.5152
29150,8.6350,0.4724
29200,8.8464,0.4962
29250,8.8186,0.4789
29300,8.6209,0.5064
29350,8.7414,0.5013
29400,8.7610,0.4948
29450,8.7515,0.5156
29500,9.2223,0.4899
29550,9.2313,0.5051
29600,9.0006,0.5025
29650,9.1045,0.4987
29700,9.1856,0.5000
29750,8.9109,0.5115
29800,9.2808,0.4812
29850,9.7227,0.4885
29900,9.4066,0.5065
29950,9.1067,0.5013
30000,9.1342,0.5025
30050,9.2932,0.5141
30100,9.0940,0.5039
30150,9.0220,0.5130
30200,8.9633,0.5352
30250,9.2166,0.5154
30300,8.8479,0.5183
30350,8.4272,0.5231
30400,8.7710,0.5258
30450,8.8673,0.5316
30500,9.4009,0.5181
30550,9.2932,0.5180
30600,8.7596,0.5214
30650,9.0112,0.5013
30700,9.2044,0.5156
30750,9.2313,0.5127
30800,8.8016,0.5117
30850,9.1235,0.5038
30900,9.2215,0.4768
30950,8.8407,0.5140
31000,8.9270,0.5139
31050,9.3375,0.5090
31100,9.2918,0.4923
31150,8.8673,0.5077
31200,9.2203,0.5206
31250,9.4850,0.5115
31300,9.4077,0.5188
31350,8.8266,0.5226
31400,8.5554,0.5113
31450,8.5471,0.5236
31500,8.5710,0.5264
31550,8.5345,0.5359
31600,8.6086,0.5350
31650,8.1028,0.5573
31700,8.3034,0.5335
31750,8.1325,0.5195
31800,8.4629,0.5210
31850,8.2189,0.5120
31900,7.9839,0.5035
31950,8.1701,0.5213
32000,8.0259,0.5201
32050,8.3147,0.5237
32100,8.3934,0.5325
32150,7.9731,0.5240
32200,8.5501,0.5400
32250,8.4435,0.5328
32300,8.2873,0.5294
32350,8.4591,0.5400
32400,8.3381,0.5520
32450,8.1399,0.5441
32500,8.0621,0.5402
32550,8.0796,0.5452
32600,7.6564,0.5357
32650,8.0558,0.5417
32700,7.9984,0.5423
32750,8.1485,0.5360
32800,8.1780,0.5187
32850,8.4659,0.5218
32900,8.5568,0.5520
32950,8.5754,0.5506
33000,8.5045,0.5530
33050,8.4857,0.5481
33100,8.4134,0.5352
33150,8.2050,0.5441
33200,8.1320,0.5323
33250,7.9826,0.5348
33300,8.1816,0.5491
33350,7.9458,0.5619
33400,7.9756,0.5250
33450,8.3945,0.5310
33500,8.1503,0.5441
33550,8.0123,0.5511
33600,7.8501,0.5569
33650,8.3094,0.5437
33700,8.3447,0.5470
33750,8.2328,0.5407
33800,8.3078,0.5468
33850,8.4298,0.5337
33900,7.8843,0.5450
33950,7.9073,0.5590
34000,7.9687,0.5754
34050,7.9552,0.5646
34100,7.9745,0.5436
34150,8.1538,0.5468
34200,7.9445,0.5320
34250,7.4093,0.5259
34300,7.5247,0.5484
34350,7.8097,0.5253
34400,7.9138,0.5390
34450,7.5448,0.5343
34500,7.4765,0.5474
34550,7.7373,0.5156
34600,7.6554,0.5556
34650,7.3298,0.5504
34700,7.3634,0.5528
34750,7.8037,0.5521
34800,7.5133,0.5536
34850,7.4264,0.5550
34900,7.7551,0.5238
34950,7.7536,0.5616
35000,7.8764,0.5461
35050,7.6259,0.5296
35100,7.3123,0.5428
35150,7.9622,0.5528
35200,7.5729,0.5829
35250,8.0067,0.5432
35300,8.0546,0.5490
35350,7.8100,0.5411
35400,7.8237,0.5387
35450,7.9285,0.5263
35500,8.0412,0.5311
35550,7.7407,0.5372
35600,7.4365,0.5675
35650,7.1898,0.5672
35700,7.4272,0.5572
35750,7.4874,0.5496
35800,7.3479,0.5545
35850,7.5431,0.5531
35900,7.3693,0.5616
35950,7.2282,0.5523
36000,7.4655,0.5435
36050,7.7010,0.5435
36100,7.4147,0.5370
36150,7.1478,0.5381
36200,7.0691,0.5558
36250,7.4591,0.5493
36300,7.3464,0.5396
36350,7.3846,0.5652
36400,7.3696,0.5506
36450,7.5341,0.5443
36500,7.2460,0.5272
36550,6.8410,0.5569
36600,7.1326,0.5588
36650,6.9196,0.5592
36700,7.1328,0.5466
36750,7.4844,0.5466
36800,7.5399,0.5477
36850,7.5327,0.5377
36900,7.5612,0.5481
36950,7.7147,0.5514
37000,7.9262,0.5355
37050,8.0800,0.5293
37100,7.8151,0.5394
37150,7.5510,0.5392
37200,7.0946,0.5330
37250,7.2655,0.5481
37300,7.1385,0.5409
37350,7.0189,0.5491
37400,7.1448,0.5285
37450,6.9780,0.5363
37500,6.8990,0.5482
37550,6.7769,0.5776
37600,6.7164,0.5520
37650,6.7861,0.5611
37700,6.9488,0.5525
37750,7.1692,0.5550
37800,7.0232,0.5664
37850,7.0390,0.5475
37900,7.3389,0.5718
37950,7.0425,0.5633
38000,7.0952,0.5619
38050,7.2904,0.5661
38100,7.5385,0.5589
38150,7.0278,0.5533
38200,7.1169,0.5509
38250,7.0627,0.5493
38300,7.2783,0.5388
38350,7.3391,0.5630
38400,7.4189,0.5647
38450,7.2543,0.5619
38500,7.2553,0.5625
38550,7.4769,0.5721
38600,7.4652,0.5356
38650,7.3836,0.5477
38700,7.3264,0.5522
38750,7.5766,0.5441
38800,7.3080,0.5417
38850,7.6541,0.5413
38900,7.6098,0.5379
38950,7.6996,0.5322
39000,7.8401,0.5417
39050,7.7935,0.5180
39100,7.6135,0.5481
39150,7.6400,0.5240
39200,7.5071,0.5558
39250,7.5497,0.5512
39300,7.6421,0.5259
39350,7.7819,0.5485
39400,7.6389,0.5361
39450,7.3373,0.5407
39500,7.6003,0.5409
39550,7.2548,0.5611
39600,7.4689,0.5516
39650,7.5454,0.5446
39700,7.5536,0.5424
39750,7.6297,0.5472
39800,7.6553,0.5164
39850,7.4446,0.5316
39900,7.3683,0.5424
39950,7.3820,0.5556
40000,7.2480,0.5255
40050,7.3069,0.5354
40100,7.4262,0.5293
40150,7.2820,0.5340
40200,7.6731,0.5437
40250,7.6837,0.5341
40300,7.6410,0.5280
40350,7.4822,0.5290
40400,8.1950,0.5231
40450,8.0804,0.5186
40500,8.0000,0.5201
40550,7.8616,0.5116
40600,7.7336,0.5071
40650,7.7546,0.5193
40700,7.8637,0.5084
40750,7.8113,0.5144
40800,7.9780,0.5012
40850,7.9060,0.5070
40900,8.2506,0.5000
40950,8.3856,0.5047
41000,8.1649,0.5296
41050,8.1303,0.5104
41100,7.6478,0.5035
41150,7.8496,0.5215
41200,7.7620,0.5106
41250,7.6865,0.5012
41300,7.5677,0.5093
41350,7.6504,0.5000
41400,7.6964,0.5070
41450,7.5408,0.5156
41500,7.4200,0.5190
41550,7.4258,0.5142
41600,7.6755,0.5024
41650,7.4696,0.5244
41700,7.2452,0.5109
41750,7.4381,0.5106
41800,7.3362,0.5120
41850,7.1682,0.5000
41900,7.2334,0.5141
41950,7.1289,0.5155
42000,7.5091,0.5133
42050,7.7488,0.5012
42100,7.8323,0.5144
42150,8.0123,0.5059
42200,8.0048,0.5047
42250,7.5300,0.5059
42300,7.6934,0.4965
42350,7.7399,0.5059
