t_ps,beta_core_rmsd,contact_jaccard
4300,3.6729,0.6944
4350,3.7557,0.6893
4400,3.9080,0.6788
4450,4.5217,0.6820
4500,4.8187,0.7118
4550,4.8559,0.6959
4600,5.0982,0.6779
4650,5.2610,0.6877
4700,5.4097,0.6961
4750,5.2799,0.6916
4800,5.2083,0.6934
4850,5.0729,0.6961
4900,4.8528,0.7002
4950,4.4986,0.6817
5000,4.9481,0.7241
5050,4.6890,0.6888
5100,4.7035,0.7053
5150,5.0270,0.7034
5200,4.9130,0.7214
5250,5.0074,0.6959
5300,5.0242,0.7112
5350,4.5694,0.6972
5400,4.7677,0.6767
5450,4.9216,0.7031
5500,4.3400,0.6892
5550,4.6794,0.7101
5600,4.6960,0.6745
5650,4.4116,0.6714
5700,4.8384,0.6483
5750,4.7721,0.6472
5800,4.4468,0.6564
5850,4.4493,0.6580
5900,4.1194,0.6595
5950,3.8812,0.6329
6000,3.9188,0.6554
6050,4.0642,0.6764
6100,4.0349,0.6787
6150,4.2151,0.6587
6200,3.9985,0.6398
6250,3.8454,0.6514
6300,4.0483,0.6525
6350,3.9573,0.6383
6400,3.9560,0.6393
6450,3.8583,0.6235
6500,3.9739,0.6308
6550,3.9249,0.6370
6600,4.1155,0.6312
6650,4.2596,0.6454
6700,4.0437,0.6398
6750,4.5066,0.6478
6800,4.1956,0.6529
6850,4.2760,0.6643
6900,4.2473,0.6667
6950,3.8585,0.6483
7000,3.8489,0.6683
7050,4.0949,0.6617
7100,3.8527,0.6601
7150,3.9127,0.6900
7200,3.7365,0.6577
7250,3.8326,0.6898
7300,3.9941,0.6773
7350,3.8804,0.6535
7400,4.0157,0.6560
7450,4.0805,0.6618
7500,4.1120,0.6521
7550,4.2712,0.6708
7600,4.5869,0.6375
7650,4.4771,0.6415
7700,4.3936,0.6341
7750,4.1039,0.6326
7800,4.4223,0.6403
7850,4.4251,0.6202
7900,4.3907,0.6165
7950,4.3615,0.6422
8000,4.4789,0.6092
8050,4.6169,0.6256
8100,4.3555,0.6214
8150,4.0609,0.5864
8200,3.7334,0.6266
8250,4.1889,0.6207
8300,3.9679,0.6399
8350,4.6941,0.6350
8400,4.5497,0.6432
8450,4.3262,0.6521
8500,4.4872,0.6139
8550,4.3923,0.5942
8600,4.3919,0.6024
8650,5.0110,0.6040
8700,4.6870,0.5592
8750,4.4001,0.5923
8800,4.1764,0.5943
8850,4.3407,0.6368
8900,4.1852,0.6554
8950,4.4385,0.6193
9000,4.0320,0.6537
9050,4.3347,0.6418
9100,4.5303,0.6115
9150,4.0997,0.6295
9200,4.0302,0.6555
9250,4.0090,0.6478
9300,4.1264,0.6475
9350,4.2622,0.6422
9400,4.0602,0.6451
9450,3.8501,0.6635
9500,3.9797,0.6501
9550,3.8337,0.6469
9600,4.4184,0.6432
9650,4.6432,0.6418
9700,4.4529,0.6177
9750,4.2564,0.6353
9800,3.9183,0.6307
9850,4.6701,0.6320
9900,4.3743,0.6415
9950,4.5830,0.6337
10000,4.5838,0.6528
10050,4.2411,0.6324
10100,4.4083,0.6214
10150,4.5688,0.6074
10200,4.5342,0.6029
10250,4.7477,0.6137
10300,4.7481,0.6344
10350,4.6853,0.6204
10400,4.5143,0.6171
10450,4.4379,0.6318
10500,4.7947,0.6277
10550,4.5981,0.6029
10600,4.3140,0.6430
10650,3.9917,0.6268
10700,3.9986,0.6235
10750,4.2480,0.6271
10800,4.4863,0.6088
10850,4.3034,0.5951
10900,4.2956,0.5825
10950,4.5312,0.5912
11000,4.4243,0.5957
11050,4.5947,0.5951
11100,4.5661,0.6184
11150,5.0287,0.6054
11200,4.5319,0.6000
11250,4.9735,0.6272
11300,5.3050,0.5937
11350,5.2591,0.6053
11400,4.8286,0.6152
11450,5.1280,0.6063
11500,5.4271,0.6091
11550,5.0996,0.6409
11600,4.5225,0.6370
11650,4.6334,0.6527
11700,4.5809,0.6290
11750,4.0440,0.6152
11800,3.8856,0.6216
11850,3.9221,0.6328
11900,4.3582,0.6235
11950,4.5835,0.6293
12000,4.7973,0.6217
12050,5.1422,0.6111
12100,4.9064,0.6198
12150,4.8615,0.5937
12200,5.0506,0.6143
12250,5.3307,0.6244
12300,5.0645,0.5956
12350,5.0186,0.6015
12400,4.8233,0.6129
12450,4.5990,0.6114
12500,5.3735,0.6137
12550,5.6757,0.6005
12600,5.4499,0.6100
12650,5.1053,0.6055
12700,5.4860,0.5888
12750,5.3419,0.5777
12800,5.6216,0.6045
12850,5.8634,0.6059
12900,5.6491,0.6146
12950,5.3697,0.6113
13000,5.3905,0.6000
13050,5.6938,0.5975
13100,5.1563,0.5965
13150,4.7235,0.5749
13200,5.6633,0.5829
13250,5.6929,0.5971
13300,6.1180,0.5854
13350,5.5093,0.5788
13400,6.0209,0.5757
13450,5.5780,0.5916
13500,6.0290,0.5711
13550,5.7434,0.5793
13600,5.6278,0.5913
13650,5.9048,0.5897
13700,5.9817,0.6108
13750,5.8499,0.5718
13800,5.8928,0.5805
13850,5.6564,0.6192
13900,5.6169,0.6079
13950,5.6447,0.5990
14000,5.9543,0.5596
14050,5.4116,0.5878
14100,5.5141,0.5732
14150,5.7115,0.5687
14200,5.7559,0.5534
14250,6.1441,0.5680
14300,6.0045,0.5807
14350,6.0221,0.5677
14400,5.9876,0.5450
14450,6.0162,0.5606
14500,6.7684,0.5579
14550,6.6090,0.5495
14600,6.6778,0.5431
14650,6.7913,0.5701
14700,7.4302,0.5613
14750,6.9078,0.5637
14800,6.6619,0.5540
14850,6.6410,0.5711
14900,6.6693,0.5802
14950,6.6524,0.5684
15000,6.4296,0.5671
15050,6.3713,0.5708
15100,6.8783,0.5519
15150,6.6891,0.5448
15200,6.8348,0.5282
15250,6.5044,0.5421
15300,6.2657,0.5664
15350,6.2094,0.5847
15400,6.1895,0.5772
15450,6.2310,0.5603
15500,6.4036,0.5457
15550,6.7284,0.5584
15600,6.7241,0.5641
15650,6.2767,0.5684
15700,6.8970,0.5744
15750,6.3344,0.6033
15800,6.1130,0.5867
15850,6.7925,0.5837
15900,6.7968,0.5450
15950,7.0390,0.5654
16000,6.8249,0.5556
16050,6.5936,0.5476
16100,6.8132,0.5356
16150,7.0274,0.5638
16200,7.0107,0.5494
16250,7.1841,0.5589
16300,6.9214,0.5741
16350,6.8019,0.5754
16400,6.3175,0.5747
16450,6.5775,0.5509
16500,6.8928,0.5532
16550,6.1312,0.5612
16600,6.0314,0.5315
16650,7.2938,0.5484
16700,6.9146,0.5612
16750,6.8396,0.5622
16800,7.0199,0.5357
16850,6.5422,0.5543
16900,6.3057,0.5612
16950,6.2775,0.5638
17000,6.2947,0.5563
17050,6.2008,0.5251
17100,6.4516,0.5308
17150,6.4611,0.5211
17200,7.0478,0.5165
17250,6.9736,0.5202
17300,6.9474,0.5244
17350,6.8611,0.5264
17400,6.7022,0.5324
17450,6.7375,0.5324
17500,7.0847,0.5312
17550,7.1746,0.5516
17600,7.3306,0.5351
17650,7.0880,0.5311
17700,7.0440,0.5280
17750,6.9481,0.5322
17800,7.2260,0.5249
17850,7.1262,0.5400
17900,7.0357,0.5541
17950,6.6294,0.5430
18000,6.7025,0.5450
18050,6.6432,0.5471
18100,6.5249,0.5362
18150,6.2961,0.5473
18200,5.8049,0.5682
18250,6.0081,0.5563
18300,5.8230,0.5608
18350,5.8538,0.5753
18400,6.0644,0.5481
18450,6.2613,0.5692
18500,6.1536,0.5792
18550,6.2018,0.5643
18600,6.2150,0.5711
18650,6.2729,0.5882
18700,5.8296,0.5659
18750,6.1088,0.5876
18800,6.0154,0.5659
18850,5.9173,0.5581
18900,6.1333,0.5705
18950,6.0436,0.5533
19000,6.3482,0.5751
19050,5.9102,0.5668
19100,6.2313,0.5721
19150,6.3571,0.5893
19200,5.9699,0.5645
19250,6.2656,0.5691
19300,6.6919,0.6009
19350,6.1655,0.5799
19400,5.8777,0.5766
19450,6.0042,0.5849
19500,5.9343,0.6009
19550,6.4034,0.5936
19600,6.7198,0.5934
19650,6.0056,0.6005
19700,5.9555,0.6285
19750,6.1171,0.6014
19800,6.2491,0.6037
19850,6.2248,0.5922
19900,6.1747,0.6071
19950,5.9912,0.6145
20000,5.8749,0.6041
20050,5.9816,0.5986
20100,6.5309,0.6183
20150,6.3250,0.5986
20200,6.2009,0.5773
20250,6.3743,0.5858
20300,6.4479,0.6042
20350,6.4514,0.5835
20400,6.4001,0.5977
20450,6.6666,0.5795
20500,6.2144,0.5844
20550,6.3623,0.5724
20600,6.0147,0.6018
20650,6.1383,0.6092
20700,5.7968,0.6156
20750,5.9874,0.6195
20800,6.5040,0.5915
20850,6.4948,0.6081
20900,6.2697,0.5804
20950,6.7539,0.5826
21000,6.0941,0.6027
21050,6.1915,0.5831
21100,6.3635,0.5886
21150,6.0651,0.5923
21200,6.2221,0.6063
21250,6.0484,0.5884
21300,6.2492,0.5692
21350,6.6403,0.5660
21400,6.5400,0.5857
21450,6.5982,0.5906
21500,6.3034,0.5800
21550,6.6223,0.5736
21600,5.9877,0.6077
21650,6.3905,0.5872
21700,6.5398,0.6091
21750,6.7975,0.5942
21800,6.5302,0.5968
21850,6.4137,0.6091
21900,6.6264,0.5978
21950,6.4725,0.5987
22000,6.4603,0.5884
22050,6.7166,0.6054
22100,6.6811,0.6221
22150,6.8668,0.6060
22200,6.6382,0.6018
22250,6.7491,0.6045
22300,6.6250,0.5844
22350,6.7356,0.5831
22400,6.8106,0.5795
22450,6.9038,0.5865
22500,6.2437,0.5933
22550,6.0651,0.5548
22600,6.7198,0.5848
22650,6.7532,0.5865
22700,6.7216,0.5945
22750,6.4093,0.5787
22800,6.3116,0.5796
22850,6.5690,0.5896
22900,6.4282,0.5889
22950,6.6941,0.5796
23000,6.4528,0.6009
23050,6.0424,0.5742
23100,6.1634,0.5919
23150,6.1062,0.5822
23200,5.9026,0.6004
23250,5.8373,0.6009
23300,5.7984,0.5867
23350,5.8517,0.5867
23400,5.6874,0.5946
23450,6.1366,0.6085
23500,5.9425,0.5857
23550,6.1540,0.5865
23600,6.3472,0.5854
23650,5.7374,0.6064
23700,5.6617,0.5865
23750,5.7649,0.5783
23800,6.1136,0.6037
23850,6.3782,0.5892
23900,6.1095,0.5632
23950,5.9367,0.5673
24000,5.4213,0.5721
24050,5.5190,0.5736
24100,6.1690,0.5692
24150,6.0421,0.5714
24200,5.7624,0.5699
24250,5.8451,0.5733
24300,5.7717,0.5736
24350,6.1667,0.5835
24400,5.9078,0.5888
24450,5.4350,0.5626
24500,5.6243,0.5752
24550,5.8963,0.5660
24600,5.9231,0.5724
24650,6.1737,0.5758
24700,5.8883,0.5610
24750,5.8244,0.5595
24800,5.1994,0.5835
24850,5.3328,0.5714
24900,5.1220,0.5878
24950,5.1669,0.5683
25000,5.2164,0.5429
25050,5.5248,0.5380
25100,5.8858,0.5435
25150,5.6410,0.5663
25200,5.7733,0.5536
25250,5.7661,0.5375
25300,5.6563,0.5584
25350,5.8308,0.5647
25400,5.6449,0.5740
25450,5.4423,0.5507
25500,5.5532,0.5434
25550,5.7175,0.5481
25600,5.6784,0.5639
25650,5.7639,0.5573
25700,5.7335,0.5633
25750,5.4230,0.5636
25800,5.2916,0.5585
25850,5.4919,0.5973
25900,5.3367,0.5780
25950,5.2197,0.5777
26000,5.2762,0.5577
26050,5.5461,0.5643
26100,5.4716,0.5599
26150,5.5594,0.5714
26200,5.3056,0.5660
26250,5.2172,0.5468
26300,5.7168,0.5646
26350,5.5539,0.5639
26400,5.9433,0.5461
26450,5.5907,0.5667
26500,6.0580,0.5509
26550,5.9407,0.5743
26600,6.0931,0.5541
26650,6.0600,0.5447
26700,5.5548,0.5463
26750,5.4784,0.5610
26800,5.3810,0.5495
26850,5.4001,0.5730
26900,5.2981,0.5410
26950,5.2395,0.5442
27000,5.0310,0.5588
27050,5.8092,0.5692
27100,5.6659,0.5514
27150,6.1728,0.5660
27200,5.8807,0.5516
27250,5.8524,0.5676
27300,5.7492,0.5573
27350,5.9353,0.5435
27400,5.6538,0.5568
27450,5.9359,0.5338
27500,5.7175,0.5289
27550,5.8086,0.5261
27600,5.7058,0.5499
27650,5.8761,0.5631
27700,5.6024,0.5519
27750,5.5981,0.5509
27800,5.8395,0.5660
27850,5.9829,0.5419
27900,5.9743,0.5528
27950,6.2347,0.5248
28000,5.9203,0.5737
28050,6.0595,0.5734
28100,6.1294,0.5762
28150,6.4838,0.5714
28200,6.2825,0.5636
28250,6.4565,0.5780
28300,6.6152,0.5685
28350,6.4570,0.5833
28400,6.4771,0.5628
28450,6.0429,0.5763
28500,6.0480,0.5588
28550,6.4595,0.5872
28600,6.5992,0.5757
28650,6.7109,0.5877
28700,6.4041,0.5652
28750,6.2796,0.5893
28800,6.0774,0.6061
28850,6.0311,0.5860
28900,6.3129,0.5843
28950,6.0444,0.5927
29000,5.9866,0.5995
29050,6.1928,0.6050
29100,6.3045,0.6032
29150,6.2762,0.6161
29200,6.3741,0.6059
29250,6.2096,0.6000
29300,6.3903,0.6072
29350,6.2911,0.5991
29400,5.9061,0.5775
29450,6.0838,0.6072
29500,6.1166,0.6184
29550,6.0543,0.6204
29600,6.1815,0.5986
29650,6.1762,0.6172
29700,5.9574,0.6055
29750,5.8557,0.6105
29800,5.9307,0.6236
29850,5.9547,0.6276
29900,6.1094,0.6232
29950,5.7761,0.6392
30000,5.6465,0.6095
30050,5.7042,0.6069
30100,5.8443,0.5918
30150,5.6632,0.6000
30200,5.7945,0.6023
30250,5.6642,0.5730
30300,5.6741,0.5779
30350,5.7020,0.5822
30400,5.6777,0.5743
30450,5.2336,0.5826
30500,5.7465,0.5906
30550,6.1408,0.5794
30600,6.0918,0.5918
30650,6.1041,0.5667
30700,6.2128,0.5936
30750,6.0218,0.6004
30800,6.6617,0.5928
30850,6.3720,0.6095
30900,6.3529,0.5794
30950,6.6092,0.5874
31000,6.2720,0.5888
31050,6.4817,0.5987
31100,6.5007,0.5955
31150,6.5601,0.5900
31200,6.1676,0.6187
31250,6.1362,0.6204
31300,6.5232,0.6143
31350,6.2415,0.5714
31400,6.1294,0.5910
31450,5.7438,0.6014
31500,5.7099,0.5986
31550,5.8807,0.6014
31600,6.2285,0.5824
31650,5.8051,0.5817
31700,6.2520,0.5503
31750,6.4307,0.5740
31800,6.6216,0.5683
31850,6.6756,0.5835
31900,6.5018,0.5977
31950,6.5583,0.5860
32000,6.5306,0.5824
32050,6.4709,0.5839
32100,6.2124,0.5900
32150,6.3495,0.5649
32200,6.2950,0.5904
32250,6.2600,0.5714
32300,6.4159,0.5655
32350,6.2237,0.5937
32400,6.3546,0.5747
32450,6.3836,0.5890
32500,6.2281,0.5890
32550,6.5815,0.5849
32600,6.4037,0.5945
32650,6.3354,0.6089
32700,6.2213,0.5837
32750,6.0309,0.5917
32800,6.3438,0.5849
32850,6.6106,0.5488
32900,6.4271,0.5642
32950,6.9243,0.5541
33000,6.1612,0.5714
33050,6.4289,0.5740
33100,6.4470,0.5479
33150,6.5023,0.5599
33200,6.3559,0.5724
33250,6.6346,0.5741
33300,6.7088,0.5571
33350,6.9137,0.5618
33400,6.9673,0.5581
33450,6.6811,0.5596
33500,6.5650,0.5816
33550,6.3521,0.5800
33600,6.8410,0.5667
33650,6.8744,0.5744
33700,6.6025,0.5791
33750,6.6832,0.5571
33800,6.3894,0.5695
33850,6.8701,0.5450
33900,6.8833,0.5318
33950,6.9777,0.5393
34000,6.7677,0.5341
34050,6.8472,0.5376
34100,6.9641,0.5281
34150,6.7689,0.5581
34200,7.0416,0.5814
34250,6.9561,0.5657
34300,6.7155,0.5592
34350,6.8429,0.5618
34400,6.9755,0.5788
34450,7.0413,0.5664
34500,7.1079,0.5592
34550,7.0883,0.5537
34600,7.4934,0.5708
34650,7.0729,0.5648
34700,6.8183,0.5484
34750,6.7313,0.5476
34800,6.7385,0.5647
34850,6.5007,0.5711
34900,6.5076,0.5714
34950,6.7832,0.5674
35000,6.6545,0.5761
35050,6.6121,0.5741
35100,6.7990,0.5776
35150,6.9476,0.5782
35200,6.7997,0.5613
35250,6.9311,0.5735
35300,6.5871,0.5457
35350,6.6422,0.5704
35400,6.5060,0.5768
35450,6.7230,0.5542
35500,6.9488,0.5491
35550,6.7065,0.5631
35600,6.9900,0.5823
35650,6.8665,0.5542
35700,6.9219,0.5618
35750,7.2377,0.5651
35800,6.9201,0.5671
35850,7.1147,0.5550
35900,7.3387,0.5517
35950,7.8838,0.5417
36000,7.6653,0.5779
36050,7.7062,0.5452
36100,7.5063,0.5651
36150,7.6590,0.5499
36200,7.4491,0.5637
36250,7.4367,0.5767
36300,7.4973,0.5465
36350,7.3466,0.5704
36400,7.5274,0.5573
36450,7.3315,0.5664
36500,7.6010,0.5634
36550,7.4514,0.5347
36600,7.7648,0.5587
36650,7.6237,0.5714
36700,7.7422,0.5444
36750,7.5941,0.5358
36800,7.7883,0.5621
36850,7.8620,0.5448
36900,7.7924,0.5390
36950,7.3831,0.5773
37000,7.5869,0.5519
37050,7.7256,0.5527
37100,8.0043,0.5745
37150,8.0785,0.5600
37200,7.9557,0.5474
37250,7.5145,0.5487
37300,7.4079,0.5629
37350,7.5202,0.5711
37400,8.1375,0.5612
37450,7.7352,0.5408
37500,7.7440,0.5414
37550,7.8381,0.5399
37600,7.6954,0.5435
37650,7.9001,0.5561
37700,7.7275,0.5556
37750,7.9844,0.5131
37800,7.4866,0.5597
37850,7.4580,0.5480
37900,7.8256,0.5258
37950,7.6094,0.5421
38000,7.6453,0.5383
38050,7.2770,0.5394
38100,7.1836,0.5491
38150,7.5773,0.5478
38200,7.7084,0.5674
38250,7.5489,0.5419
38300,7.0930,0.5684
38350,6.9829,0.5488
38400,7.2248,0.5452
38450,6.8797,0.5566
38500,7.3690,0.5479
38550,8.1139,0.5452
38600,7.8528,0.5600
38650,8.1509,0.5566
38700,8.3689,0.5452
38750,8.4083,0.5584
38800,8.3708,0.5563
38850,8.1148,0.5751
38900,8.5094,0.5520
38950,8.4626,0.5563
39000,8.4693,0.5635
39050,8.5522,0.5845
39100,8.5298,0.5688
39150,8.3454,0.5532
39200,8.8376,0.5517
39250,8.1130,0.5476
39300,7.8564,0.5640
39350,7.5753,0.5394
39400,7.8129,0.5556
39450,7.6008,0.5671
39500,7.7089,0.5419
39550,7.6511,0.5252
39600,7.5254,0.5463
39650,7.3858,0.5417
39700,7.2958,0.5350
39750,7.7645,0.5671
39800,7.4991,0.5535
39850,7.7352,0.5450
39900,7.7757,0.5512
39950,7.6165,0.5367
40000,7.9260,0.5169
40050,7.4475,0.5150
40100,7.5591,0.5070
40150,7.7010,0.5127
40200,7.5794,0.5537
40250,7.5419,0.5537
40300,7.4786,0.5522
40350,7.7083,0.5367
40400,7.1947,0.5550
40450,7.1607,0.5652
40500,7.3528,0.5432
40550,7.4287,0.5543
40600,6.8745,0.5523
40650,6.8054,0.5744
40700,6.7819,0.5645
40750,6.8127,0.5376
40800,6.6393,0.5625
40850,6.9386,0.5357
40900,7.0198,0.5530
40950,6.6805,0.5588
41000,6.8116,0.5856
41050,6.6971,0.5849
41100,6.4655,0.5698
41150,6.7855,0.5556
41200,6.6756,0.5633
41250,6.4807,0.5657
41300,6.6446,0.5691
41350,6.7871,0.5576
41400,6.7143,0.5727
41450,7.2691,0.5730
41500,7.1443,0.5643
41550,7.3624,0.5594
41600,7.1411,0.5576
41650,7.0385,0.5701
41700,6.8640,0.5839
41750,7.1280,0.5660
41800,7.0256,0.5730
41850,6.8214,0.5721
41900,6.6333,0.5757
41950,6.7307,0.5618
42000,6.8354,0.5769
42050,6.6277,0.5660
42100,6.5655,0.5847
42150,7.3881,0.5901
42200,7.3135,0.5503
42250,7.9036,0.5528
42300,7.1670,0.5734
42350,7.0541,0.5734
42400,7.2864,0.5656
42450,7.3106,0.5908
42500,7.2187,0.5653
42550,7.5275,0.5681
42600,7.6101,0.5477
42650,7.3160,0.5367
42700,7.7535,0.5596
42750,8.1650,0.5624
42800,8.0127,0.5455
42850,8.1486,0.5492
42900,8.0629,0.5440
42950,7.8689,0.5488
43000,7.5690,0.5537
43050,7.8036,0.5450
43100,7.9059,0.5450
43150,7.3602,0.5440
43200,7.5378,0.5536
43250,7.4958,0.5347
43300,7.3699,0.5281
43350,7.3669,0.5452
43400,7.7780,0.5517
43450,7.4475,0.5490
43500,7.7050,0.5506
43550,7.5721,0.5376
43600,7.3655,0.5438
43650,7.5892,0.5513
43700,7.8117,0.5423
43750,7.6688,0.5452
43800,7.7234,0.5553
43850,7.5159,0.5561
43900,7.8758,0.5452
43950,7.7673,0.5558
44000,7.4593,0.5579
44050,7.0375,0.5649
44100,6.9741,0.5606
44150,6.9293,0.5599
44200,7.4509,0.5372
44250,7.5358,0.5598
44300,7.4138,0.5737
44350,7.1333,0.5678
44400,7.0864,0.5532
44450,7.3457,0.5599
44500,7.5768,0.5701
44550,7.5804,0.5520
44600,7.4636,0.5459
44650,7.7897,0.5421
44700,7.7536,0.5553
44750,7.6571,0.5535
44800,7.3830,0.5581
44850,7.3806,0.5563
44900,7.2741,0.5523
44950,7.4647,0.5859
45000,7.3172,0.5780
45050,7.3873,0.5757
45100,7.5911,0.5625
45150,7.6253,0.5876
45200,7.6180,0.5761
45250,7.5735,0.5674
45300,7.4751,0.5684
45350,7.5206,0.5767
45400,7.7078,0.5806
45450,7.8635,0.5721
45500,7.5603,0.5688
45550,7.6761,0.5535
45600,7.5931,0.5755
45650,7.4550,0.5922
45700,7.7388,0.5781
45750,7.6281,0.5921
45800,7.3604,0.5876
45850,7.2481,0.5744
45900,7.7424,0.5694
45950,7.8093,0.5911
46000,7.8777,0.5642
46050,7.5535,0.5822
46100,7.7222,0.5698
46150,7.5529,0.5751
46200,7.6548,0.5718
46250,8.0623,0.5808
46300,7.7965,0.5845
46350,7.6492,0.5831
46400,8.0194,0.5929
46450,7.9772,0.5948
46500,7.6696,0.5919
46550,7.7694,0.5754
46600,7.6570,0.5754
46650,7.9574,0.5787
46700,7.8442,0.5758
46750,7.7316,0.6052
46800,7.4185,0.5880
46850,7.5008,0.5791
46900,7.7980,0.5856
46950,7.5701,0.5797
47000,7.4914,0.5826
47050,7.7971,0.5770
47100,7.5967,0.5828
47150,7.7735,0.5705
47200,7.6224,0.5747
47250,7.7570,0.5671
47300,7.6804,0.5747
47350,7.5734,0.5566
47400,7.6730,0.5658
47450,7.6993,0.5721
47500,7.4975,0.5669
47550,7.5066,0.5767
47600,7.3369,0.5876
47650,7.0938,0.6000
47700,7.3837,0.5959
47750,7.1924,0.5916
47800,7.3526,0.5839
47850,7.4478,0.5770
47900,7.4704,0.5801
47950,7.6323,0.5849
48000,7.6988,0.5945
48050,7.3800,0.5977
48100,7.4709,0.5787
48150,7.2906,0.5845
48200,7.4194,0.6032
48250,7.2395,0.5995
48300,7.2874,0.5911
48350,7.3999,0.5820
48400,7.8506,0.5744
48450,7.9552,0.5828
48500,7.7866,0.6192
48550,7.5302,0.6167
48600,7.2807,0.6029
48650,6.9677,0.6066
48700,7.0004,0.6019
48750,7.0162,0.5843
48800,7.3767,0.5949
48850,7.3201,0.5945
48900,7.3629,0.5888
48950,7.1541,0.5977
49000,6.8731,0.6000
49050,7.1464,0.5841
49100,6.6687,0.5948
49150,6.7926,0.5800
49200,7.0261,0.5782
49250,7.1452,0.5764
49300,7.2815,0.5758
49350,7.0542,0.5698
49400,7.1954,0.5781
49450,7.4515,0.5831
49500,7.5259,0.5808
49550,7.2811,0.5798
49600,7.1178,0.5788
49650,7.2657,0.5813
49700,7.2948,0.5748
49750,7.2875,0.5867
49800,7.6435,0.5798
49850,7.7593,0.5891
49900,7.5132,0.5651
49950,7.3718,0.5721
50000,7.5176,0.5731
