t_ps,beta_core_rmsd,contact_jaccard
7550,5.8967,0.6445
7600,5.9710,0.6495
7650,5.9581,0.6598
7700,5.8307,0.6581
7750,5.6100,0.6728
7800,5.6703,0.6815
7850,5.1132,0.6807
7900,5.2180,0.6737
7950,5.2400,0.6966
8000,5.3341,0.6606
8050,4.9750,0.6764
8100,5.2478,0.6561
8150,5.2706,0.6554
8200,5.4649,0.6667
8250,5.3167,0.6728
8300,5.4868,0.6522
8350,5.6521,0.6474
8400,5.7426,0.6554
8450,5.7746,0.6614
8500,5.3846,0.6466
8550,5.5587,0.6340
8600,5.6201,0.6352
8650,5.6232,0.6578
8700,5.5944,0.6589
8750,5.5395,0.6597
8800,5.3055,0.6764
8850,5.6512,0.6828
8900,5.6309,0.6684
8950,5.6513,0.6702
9000,5.7855,0.6563
9050,5.9707,0.6632
9100,5.7413,0.6710
9150,5.6041,0.6649
9200,5.8020,0.6587
9250,5.6369,0.6855
9300,5.3702,0.6997
9350,5.5917,0.6649
9400,5.9968,0.6503
9450,5.7694,0.6815
9500,5.7265,0.6981
9550,5.6410,0.6701
9600,5.6955,0.6746
9650,6.0769,0.6921
9700,5.7365,0.6789
9750,5.7866,0.6929
9800,5.8964,0.6971
9850,5.9032,0.6809
9900,5.9074,0.6806
9950,5.8263,0.6692
10000,5.9136,0.6841
10050,6.3548,0.6452
10100,6.1262,0.6624
10150,6.3491,0.6566
10200,6.2492,0.6835
10250,6.0999,0.6726
10300,5.9663,0.6818
10350,5.8308,0.6834
10400,5.7209,0.6852
10450,6.1928,0.6877
10500,6.3399,0.6702
10550,6.0381,0.6745
10600,6.1913,0.6606
10650,6.0320,0.6781
10700,6.0359,0.7097
10750,6.2571,0.6822
10800,6.0359,0.6772
10850,6.1284,0.6745
10900,5.8562,0.7042
10950,5.8753,0.7034
11000,5.8975,0.6927
11050,5.9644,0.6846
11100,5.8971,0.6658
11150,5.9587,0.6901
11200,5.6603,0.7098
11250,5.6188,0.6941
11300,5.7429,0.7340
11350,5.7656,0.7053
11400,5.8294,0.6852
11450,6.0016,0.7003
11500,5.9858,0.7106
11550,5.9638,0.6893
11600,5.9526,0.6737
11650,5.6837,0.6987
11700,5.7793,0.6754
11750,5.7961,0.6735
11800,5.7384,0.6675
11850,5.6472,0.6813
11900,5.7998,0.6853
11950,5.9960,0.6792
12000,5.8058,0.6725
12050,5.7580,0.6987
12100,5.5887,0.6933
12150,5.9782,0.6947
12200,5.7699,0.7065
12250,5.7805,0.6837
12300,5.9737,0.6846
12350,5.9016,0.6726
12400,5.9367,0.7003
12450,5.9441,0.6881
12500,6.3181,0.6862
12550,6.1445,0.6608
12600,6.1397,0.6684
12650,6.0402,0.6599
12700,6.0912,0.6684
12750,6.1941,0.6718
12800,5.9987,0.6658
12850,5.5277,0.6848
12900,5.5988,0.6862
12950,5.6050,0.6810
13000,5.6586,0.6787
13050,5.8143,0.6907
13100,5.5209,0.6982
13150,5.4744,0.6915
13200,5.8396,0.6819
13250,5.7336,0.7031
13300,6.1150,0.6816
13350,5.8888,0.6883
13400,5.5425,0.6768
13450,5.5644,0.6582
13500,5.4913,0.6717
13550,5.6473,0.6727
13600,5.7099,0.6777
13650,5.9331,0.6667
13700,5.6548,0.6827
13750,5.7164,0.6870
13800,5.7631,0.6783
13850,5.8135,0.6511
13900,5.8960,0.6569
13950,5.7108,0.6826
14000,5.8286,0.6437
14050,5.9270,0.6667
14100,5.7187,0.6792
14150,5.9198,0.6642
14200,6.0989,0.6416
14250,5.7842,0.6490
14300,6.0659,0.6368
14350,6.2090,0.6361
14400,6.4883,0.6368
14450,6.4171,0.6810
14500,6.1859,0.6517
14550,6.1255,0.6540
14600,6.2257,0.6583
14650,6.4193,0.6484
14700,6.2735,0.6777
14750,5.7270,0.6750
14800,5.8834,0.6692
14850,5.9592,0.6522
14900,6.1628,0.6460
14950,5.8943,0.6543
15000,6.2269,0.6377
15050,6.0388,0.6617
15100,6.0653,0.6783
15150,6.3227,0.6650
15200,6.1420,0.6554
15250,5.9366,0.6576
15300,5.8833,0.6437
15350,6.1799,0.6715
15400,6.3679,0.6537
15450,6.4641,0.6768
15500,6.4574,0.6601
15550,6.0104,0.6757
15600,6.1542,0.6929
15650,6.1995,0.6733
15700,6.1553,0.6741
15750,5.9874,0.6830
15800,6.2016,0.6840
15850,6.2974,0.6724
15900,6.3877,0.6750
15950,6.0597,0.6790
16000,6.2105,0.6789
16050,6.0178,0.6997
16100,5.9800,0.6699
16150,6.0834,0.6817
16200,6.0447,0.6791
16250,6.2991,0.6759
16300,6.2940,0.6472
16350,6.1511,0.6537
16400,6.0895,0.6496
16450,6.1019,0.6667
16500,6.0708,0.6576
16550,6.0275,0.6576
16600,6.2073,0.6667
16650,6.2545,0.6520
16700,6.0126,0.6759
16750,5.9643,0.6633
16800,6.3381,0.6383
16850,6.1971,0.6364
16900,6.2437,0.6457
16950,5.9460,0.6559
17000,5.9978,0.6593
17050,6.0322,0.6601
17100,6.2784,0.6592
17150,6.7727,0.6468
17200,6.3359,0.6535
17250,6.2026,0.6576
17300,6.0035,0.6601
17350,6.1062,0.6733
17400,6.4184,0.6691
17450,6.4466,0.6506
17500,6.1742,0.6481
17550,6.4668,0.6364
17600,6.1260,0.6642
17650,6.4617,0.6578
17700,6.2088,0.6434
17750,6.1061,0.6594
17800,6.1697,0.6569
17850,6.3732,0.6585
17900,6.6573,0.6626
17950,6.3603,0.6808
18000,6.2826,0.6584
18050,6.7003,0.6511
18100,6.8956,0.6434
18150,6.7010,0.6529
18200,6.5122,0.6406
18250,6.3572,0.6430
18300,6.2379,0.6560
18350,5.9859,0.6683
18400,5.9474,0.6784
18450,6.1784,0.6709
18500,5.8390,0.6734
18550,6.0053,0.6576
18600,6.0098,0.6913
18650,6.0305,0.6759
18700,6.3401,0.6650
18750,6.0478,0.6684
18800,6.2407,0.6494
18850,6.3684,0.6576
18900,6.2041,0.6404
18950,5.9025,0.6708
19000,5.6765,0.6494
19050,5.9373,0.6650
19100,5.9081,0.6617
19150,5.9231,0.6528
19200,5.9576,0.6923
19250,5.9235,0.6718
19300,5.9994,0.6838
19350,5.8481,0.6752
19400,5.6624,0.6710
19450,5.7654,0.6650
19500,5.8750,0.6728
19550,6.0217,0.6941
19600,6.0876,0.7042
19650,5.9658,0.6945
19700,6.1331,0.6870
19750,6.1783,0.6798
19800,6.3303,0.6795
19850,6.0840,0.6842
19900,6.3511,0.6769
19950,6.2278,0.6888
20000,6.3014,0.6615
20050,6.2840,0.6789
20100,6.4095,0.6795
20150,5.9663,0.6923
20200,6.0873,0.6862
20250,6.4149,0.6853
20300,6.3591,0.6642
20350,6.0551,0.6815
20400,6.3258,0.6883
20450,6.5216,0.6718
20500,6.2492,0.6692
20550,6.4136,0.6933
20600,6.2261,0.6881
20650,5.9924,0.6803
20700,5.8066,0.7060
20750,5.9007,0.6767
20800,5.9917,0.6893
20850,6.1031,0.6857
20900,5.7717,0.6769
20950,5.8608,0.6808
21000,5.7130,0.7005
21050,5.7297,0.6937
21100,5.6917,0.6831
21150,5.7608,0.6941
21200,5.8078,0.6902
21250,5.9048,0.6913
21300,5.9640,0.6935
21350,5.9858,0.6779
21400,6.1473,0.6742
21450,5.7623,0.6708
21500,5.8263,0.6802
21550,6.0701,0.6796
21600,5.7713,0.6802
21650,5.8002,0.6718
21700,6.0973,0.6848
21750,6.2521,0.6881
21800,6.0895,0.6718
21850,5.9846,0.6896
21900,5.8936,0.6693
21950,5.9129,0.6893
22000,5.8567,0.6997
22050,5.7606,0.6633
22100,5.6487,0.6888
22150,6.0354,0.6893
22200,5.8092,0.6506
22250,6.0320,0.6966
22300,5.8364,0.6684
22350,5.5921,0.6803
22400,5.8052,0.6514
22450,5.8224,0.6693
22500,6.0105,0.6447
22550,5.9171,0.6753
22600,5.7806,0.6770
22650,5.8319,0.6598
22700,5.8860,0.6658
22750,6.0393,0.6480
22800,5.7934,0.6581
22850,5.6402,0.6471
22900,5.5743,0.6554
22950,5.6995,0.6684
23000,5.5377,0.6675
23050,5.8823,0.6506
23100,5.7986,0.6675
23150,6.0866,0.6607
23200,6.0625,0.6684
23250,6.3378,0.6590
23300,6.3566,0.6711
23350,5.9127,0.6727
23400,5.9281,0.6615
23450,5.9564,0.6684
23500,5.5779,0.6711
23550,5.6029,0.6480
23600,6.0050,0.6368
23650,6.0074,0.6727
23700,6.4206,0.6510
23750,6.5210,0.6427
23800,6.3132,0.6571
23850,6.0579,0.6658
23900,6.2633,0.6667
23950,6.3703,0.6562
24000,6.3425,0.6373
24050,6.1105,0.6606
24100,6.2486,0.6549
24150,6.3399,0.6427
24200,6.4208,0.6546
24250,6.3626,0.6549
24300,6.3420,0.6519
24350,6.1697,0.6329
24400,6.2280,0.6454
24450,5.9876,0.6291
24500,5.8859,0.6478
24550,5.9946,0.6194
24600,6.1618,0.6385
24650,6.0601,0.6123
24700,6.0158,0.6310
24750,6.0554,0.6515
24800,5.9659,0.6482
24850,6.0347,0.6436
24900,6.1934,0.6439
24950,6.3015,0.6581
25000,6.3858,0.6436
25050,5.9001,0.6572
25100,6.1518,0.6509
25150,6.1758,0.6590
25200,6.3566,0.6728
25250,5.9523,0.6465
25300,5.9719,0.6591
25350,6.1907,0.6549
25400,6.3326,0.6396
25450,6.4727,0.6546
25500,6.6607,0.6385
25550,6.3344,0.6546
25600,6.8189,0.6598
25650,6.6057,0.6465
25700,6.3569,0.6572
25750,6.3121,0.6368
25800,6.3075,0.6805
25850,6.0503,0.6403
25900,5.7651,0.6538
25950,5.9093,0.6411
26000,6.1003,0.6521
26050,6.3529,0.6375
26100,6.2656,0.6247
26150,5.9355,0.6404
26200,6.0255,0.6540
26250,6.0352,0.6658
26300,5.8790,0.6530
26350,5.9637,0.6684
26400,6.2061,0.6599
26450,6.1090,0.6352
26500,5.8994,0.6387
26550,5.7539,0.6327
26600,6.0260,0.6519
26650,5.9943,0.6436
26700,6.0772,0.6486
26750,6.0273,0.6250
26800,5.8186,0.6338
26850,5.6513,0.6410
26900,5.5413,0.6472
26950,5.3729,0.6581
27000,5.5955,0.6494
27050,5.6211,0.6480
27100,5.8332,0.6581
27150,5.9051,0.6522
27200,6.0183,0.6404
27250,6.0077,0.6633
27300,6.1046,0.6568
27350,6.4038,0.6584
27400,6.4181,0.6625
27450,6.2845,0.6535
27500,6.2217,0.6559
27550,6.1799,0.6642
27600,5.7452,0.6516
27650,6.0680,0.6506
27700,6.2129,0.6457
27750,6.2211,0.6359
27800,6.3893,0.6406
27850,6.5435,0.6355
27900,6.4361,0.6337
27950,6.3860,0.6615
28000,6.1888,0.6743
28050,6.1363,0.6517
28100,6.1215,0.6425
28150,6.4507,0.6590
28200,6.1024,0.6471
28250,6.2057,0.6701
28300,6.1468,0.6658
28350,5.9668,0.6744
28400,5.7433,0.6801
28450,6.1758,0.6684
28500,5.8058,0.6633
28550,6.1443,0.6759
28600,6.2556,0.6576
28650,6.0964,0.6717
28700,6.1964,0.6576
28750,5.7284,0.6568
28800,6.0235,0.6536
28850,5.8551,0.6684
28900,6.4281,0.6718
28950,6.3269,0.6463
29000,6.2655,0.6741
29050,6.3570,0.6667
29100,6.1288,0.6602
29150,6.1716,0.6609
29200,5.8369,0.6800
29250,6.1775,0.6735
29300,6.5328,0.6592
29350,6.6702,0.6528
29400,6.5093,0.6658
29450,6.5012,0.6544
29500,6.2526,0.6593
29550,6.1317,0.6483
29600,6.2031,0.6642
29650,6.5463,0.6416
29700,6.4181,0.6609
29750,6.2797,0.6675
29800,6.3962,0.6625
29850,6.4660,0.6708
29900,6.4956,0.6537
29950,6.5105,0.6593
30000,6.3994,0.6355
30050,6.2546,0.6642
30100,6.5769,0.6659
30150,6.2640,0.6327
30200,6.3479,0.6506
30250,6.6003,0.6559
30300,6.6024,0.6584
30350,6.5269,0.6495
30400,6.8778,0.6496
30450,6.5463,0.6386
30500,6.7491,0.6346
30550,6.9103,0.6422
30600,6.5937,0.6413
30650,6.7932,0.6277
30700,6.9918,0.6406
30750,6.8833,0.6617
30800,7.1436,0.6277
30850,7.0852,0.6481
30900,7.2422,0.6353
30950,7.5303,0.6441
31000,7.4296,0.6373
31050,7.4877,0.6544
31100,7.3160,0.6551
31150,7.3052,0.6413
31200,7.3186,0.6409
31250,7.3128,0.6717
31300,7.1117,0.6375
31350,6.7497,0.6667
31400,6.8093,0.6481
31450,6.7497,0.6533
31500,6.3826,0.6510
31550,6.4411,0.6567
31600,6.6798,0.6321
31650,6.6089,0.6373
31700,6.7014,0.6557
31750,6.6962,0.6499
31800,6.6183,0.6466
31850,6.3698,0.6566
31900,6.1416,0.6575
31950,6.1038,0.6559
32000,6.2334,0.6415
32050,6.5970,0.6469
32100,6.7510,0.6469
32150,6.3457,0.6550
32200,6.5911,0.6357
32250,6.4370,0.6509
32300,6.7451,0.6496
32350,6.6823,0.6436
32400,6.4432,0.6475
32450,6.7178,0.6348
32500,6.5228,0.6412
32550,6.6556,0.6288
32600,6.8213,0.6575
32650,6.8412,0.6510
32700,6.9151,0.6692
32750,6.9902,0.6534
32800,6.8219,0.6485
32850,6.5028,0.6667
32900,6.0646,0.6493
32950,6.3569,0.6559
33000,6.2226,0.6499
33050,6.3547,0.6379
33100,6.6449,0.6395
33150,6.3580,0.6379
33200,6.9393,0.6346
33250,6.8660,0.6247
33300,6.9251,0.6399
33350,7.1700,0.6386
33400,7.2812,0.6450
33450,7.0777,0.6235
33500,7.2651,0.6484
33550,7.4703,0.6397
33600,7.4067,0.6423
33650,6.7998,0.6305
33700,6.7431,0.6178
33750,6.8054,0.6135
33800,6.8389,0.6334
33850,6.7704,0.6318
33900,6.9817,0.6346
33950,6.8971,0.6182
34000,6.5435,0.6281
34050,6.7919,0.6299
34100,6.7487,0.6304
34150,7.0747,0.6268
34200,6.9527,0.6174
34250,6.9420,0.6156
34300,6.7438,0.6259
34350,6.8524,0.6479
34400,6.7327,0.6135
34450,7.1290,0.6010
34500,7.2249,0.6294
34550,7.1999,0.6296
34600,6.8523,0.6573
34650,6.8944,0.6350
34700,6.8047,0.6182
34750,6.4707,0.6216
34800,6.6655,0.6284
34850,6.9423,0.6305
34900,6.7937,0.6359
34950,6.4787,0.6207
35000,6.6542,0.6204
35050,6.9225,0.6207
35100,6.7643,0.6092
35150,6.8479,0.6146
35200,6.8065,0.6293
35250,6.7845,0.6262
35300,6.5238,0.6228
35350,6.5376,0.6079
35400,6.7925,0.6350
35450,6.6752,0.6418
35500,6.7598,0.6459
35550,7.0487,0.6444
35600,7.0046,0.6368
35650,7.1550,0.6366
35700,7.3533,0.6247
35750,6.8990,0.6388
35800,6.8270,0.6395
35850,6.7267,0.6308
35900,7.0585,0.6500
35950,6.9417,0.6549
36000,7.1152,0.6658
36050,7.2878,0.6420
36100,7.0463,0.6566
36150,6.9244,0.6540
36200,7.1859,0.6275
36250,6.9758,0.6229
36300,6.8730,0.6196
36350,7.0955,0.6361
36400,6.6742,0.6472
36450,6.5548,0.6422
36500,6.9380,0.6482
36550,6.8237,0.6502
36600,6.5271,0.6525
36650,7.0205,0.6375
36700,6.8513,0.6346
36750,6.6351,0.6366
36800,6.6316,0.6337
36850,6.8125,0.6337
36900,7.1332,0.6253
36950,6.8769,0.6462
37000,6.9676,0.6641
37050,7.0631,0.6517
37100,7.0679,0.6481
37150,6.8203,0.6377
37200,6.9574,0.6459
37250,6.9551,0.6416
37300,6.8556,0.6377
37350,6.6704,0.6515
37400,6.6326,0.6525
37450,6.5041,0.6272
37500,6.3024,0.6398
37550,6.3612,0.6472
37600,6.7032,0.6307
37650,6.4077,0.6389
37700,6.5186,0.6373
37750,6.4090,0.6330
37800,6.5954,0.6436
37850,6.7152,0.6256
37900,6.5169,0.6275
37950,6.7783,0.6386
38000,6.8389,0.6253
38050,6.6347,0.6341
38100,6.1875,0.6533
38150,6.3235,0.6375
38200,6.5443,0.6300
38250,6.7327,0.6384
38300,6.6850,0.6366
38350,6.7707,0.6176
38400,6.9288,0.6316
38450,6.6483,0.6325
38500,6.5484,0.6491
38550,6.4551,0.6241
38600,6.4595,0.6247
38650,6.4927,0.6387
38700,6.6137,0.6194
38750,6.6009,0.6389
38800,6.4183,0.6262
38850,6.4471,0.6210
38900,6.3503,0.6200
38950,6.3188,0.6284
39000,6.0889,0.6457
39050,6.3191,0.6137
39100,6.6795,0.6216
39150,6.7426,0.6259
39200,6.8851,0.6419
39250,6.8696,0.6448
39300,7.4382,0.6309
39350,7.0086,0.6445
39400,6.8676,0.6309
39450,6.8042,0.6398
39500,6.6188,0.6416
39550,6.2872,0.6398
39600,6.6049,0.6414
39650,6.7016,0.6405
39700,6.4361,0.6238
39750,6.7218,0.6228
39800,6.8858,0.6048
39850,6.9180,0.6465
39900,6.9848,0.6307
39950,7.1044,0.6185
40000,7.0977,0.6316
40050,6.9576,0.6414
40100,7.1590,0.6219
40150,7.3100,0.6200
40200,7.0092,0.6284
40250,6.8027,0.6346
40300,6.8346,0.6137
40350,6.8842,0.6262
40400,6.7701,0.6078
40450,6.7478,0.6395
40500,6.7980,0.6268
40550,6.5147,0.6156
40600,6.6662,0.6053
40650,6.5693,0.6357
40700,6.4344,0.6192
40750,6.3855,0.6112
40800,6.6516,0.6330
40850,7.1421,0.6152
40900,7.1413,0.6256
40950,6.6505,0.6321
41000,6.6330,0.6269
41050,6.7355,0.6333
41100,6.8219,0.6269
41150,6.5941,0.6137
41200,6.7708,0.6364
41250,6.3444,0.6278
41300,6.4308,0.6368
41350,6.6138,0.6415
41400,6.4844,0.6312
41450,6.7068,0.6384
41500,6.4098,0.6450
41550,6.1665,0.6299
41600,6.7745,0.6364
41650,6.5103,0.6388
41700,6.4982,0.6256
41750,6.4442,0.6127
41800,6.8589,0.6397
41850,6.6374,0.6169
41900,6.8454,0.6192
41950,6.7722,0.6262
42000,7.0113,0.6272
42050,6.7767,0.6350
42100,6.6975,0.6425
42150,6.4498,0.6238
42200,6.8353,0.6207
42250,6.5939,0.6144
42300,6.5402,0.6334
42350,6.7134,0.6275
42400,6.9568,0.6204
42450,6.9626,0.6250
42500,7.0295,0.6158
42550,6.8545,0.6188
42600,6.6836,0.6203
42650,6.8502,0.6291
42700,6.8936,0.6171
42750,6.9755,0.6308
42800,6.7893,0.6275
42850,6.4213,0.6262
42900,6.4905,0.6259
42950,6.3648,0.6309
43000,6.3162,0.6559
43050,6.3748,0.6214
43100,6.5331,0.6268
43150,6.8891,0.6195
43200,6.6197,0.6525
43250,6.6805,0.6176
43300,6.5718,0.6161
43350,6.8143,0.6207
43400,7.0602,0.6074
43450,7.1340,0.5961
43500,6.8328,0.6186
43550,6.9855,0.6103
43600,6.6074,0.6182
43650,6.6386,0.6177
43700,6.4959,0.6135
43750,6.5053,0.6234
43800,6.5282,0.6171
43850,6.6987,0.6156
43900,6.6963,0.6133
43950,6.7614,0.6276
44000,6.7284,0.6343
44050,6.7399,0.6287
44100,6.7358,0.6244
44150,6.7707,0.6288
44200,6.8798,0.6190
44250,6.9991,0.6275
44300,6.8966,0.6285
44350,6.8715,0.6212
44400,6.7255,0.6091
44450,6.7517,0.6272
44500,7.0105,0.5894
44550,6.4415,0.6187
44600,6.4818,0.6179
44650,6.1094,0.6321
44700,6.2434,0.6241
44750,6.4127,0.6075
44800,6.5278,0.6405
44850,6.6418,0.6040
44900,6.7302,0.6020
44950,6.8474,0.6388
45000,7.2858,0.6228
45050,7.2140,0.5967
45100,7.3201,0.6107
45150,7.4101,0.6167
45200,7.1070,0.6092
45250,7.5915,0.6029
45300,7.4546,0.5966
45350,7.5101,0.6188
45400,7.2908,0.6173
45450,7.2348,0.6481
45500,7.1204,0.6162
45550,6.6511,0.6005
45600,6.8996,0.6055
45650,6.5593,0.6350
45700,6.5584,0.6146
45750,6.5427,0.6370
45800,6.4643,0.6228
45850,6.6139,0.6346
45900,6.6100,0.6321
45950,6.8240,0.6281
46000,6.7748,0.6307
46050,6.5285,0.6371
46100,6.8492,0.6304
46150,6.6595,0.6150
46200,6.6919,0.6256
46250,6.8850,0.6050
46300,6.8865,0.6287
46350,6.9436,0.6429
46400,6.5196,0.6548
46450,6.5918,0.6493
46500,6.6418,0.6312
46550,6.4314,0.6312
46600,6.5632,0.6375
46650,6.6796,0.6450
46700,6.8363,0.6375
46750,6.5790,0.6482
46800,6.5285,0.6389
46850,6.5302,0.6497
46900,6.8494,0.6396
46950,6.8036,0.6403
47000,6.7746,0.6400
47050,6.4687,0.6343
47100,6.8005,0.6522
47150,6.9651,0.6484
47200,7.1833,0.6402
47250,7.2119,0.6341
47300,7.1964,0.6380
47350,7.1964,0.6484
47400,7.0696,0.6573
47450,6.9255,0.6436
47500,6.6491,0.6472
47550,6.7650,0.6416
47600,6.6916,0.6339
47650,6.8145,0.6472
47700,6.9758,0.6457
47750,6.6946,0.6412
47800,6.3085,0.6168
47850,6.7529,0.6276
47900,6.6645,0.6375
47950,6.8103,0.6538
48000,6.9691,0.6514
48050,6.6881,0.6554
48100,6.8602,0.6487
48150,6.4197,0.6359
48200,7.1526,0.6220
48250,7.3072,0.6294
48300,7.2244,0.6375
48350,7.2825,0.6338
48400,7.1276,0.6291
48450,7.2712,0.6496
48500,7.3140,0.6095
48550,6.9532,0.6297
48600,7.1050,0.6336
48650,7.1068,0.6348
48700,7.3194,0.6389
48750,7.4326,0.6250
48800,7.1665,0.6396
48850,7.2175,0.6154
48900,7.1108,0.6177
48950,7.0079,0.6301
49000,7.1630,0.5939
49050,7.4431,0.6117
49100,7.4400,0.6160
49150,7.2344,0.6005
49200,7.3000,0.6168
49250,7.7049,0.6165
49300,7.1703,0.6312
49350,7.2643,0.6266
49400,6.9637,0.6469
49450,7.2251,0.6308
49500,7.1384,0.6132
49550,6.7418,0.6649
49600,7.0051,0.6181
49650,7.2652,0.6231
49700,7.4671,0.6350
49750,7.3749,0.6331
49800,7.4177,0.6269
49850,7.1851,0.6310
49900,7.4606,0.6332
49950,7.3665,0.6200
50000,7.5836,0.6332
