t_ps,beta_core_rmsd,contact_jaccard
9500,3.6153,0.6543
9550,3.7216,0.6811
9600,3.3145,0.6650
9650,3.1712,0.6559
9700,3.4168,0.6741
9750,3.3100,0.6392
9800,3.4788,0.6436
9850,3.4569,0.6624
9900,3.4335,0.6553
9950,3.5077,0.6460
10000,3.6461,0.6543
10050,3.5313,0.6397
10100,3.8504,0.6395
10150,3.7765,0.6453
10200,3.7520,0.6299
10250,4.0501,0.6268
10300,3.9562,0.6301
10350,3.7633,0.6601
10400,3.7164,0.6576
10450,3.6114,0.6559
10500,3.5180,0.6617
10550,3.4437,0.6455
10600,3.9432,0.6576
10650,3.6304,0.6469
10700,4.0142,0.6558
10750,4.1543,0.6247
10800,4.4149,0.6451
10850,4.5727,0.6514
10900,4.6703,0.6420
10950,4.9084,0.6353
11000,4.4591,0.6233
11050,4.6028,0.6190
11100,4.8040,0.6333
11150,4.5695,0.6346
11200,4.7273,0.6123
11250,4.7462,0.5882
11300,4.6869,0.6148
11350,5.0759,0.6112
11400,4.7422,0.6253
11450,4.7247,0.6482
11500,4.2844,0.6485
11550,3.6857,0.6659
11600,3.6938,0.6505
11650,3.6249,0.6310
11700,3.6738,0.6259
11750,3.8731,0.6301
11800,3.9500,0.6187
11850,3.9020,0.6232
11900,3.7876,0.6403
11950,3.6752,0.6451
12000,3.7558,0.6410
12050,3.8904,0.6353
12100,4.1726,0.6353
12150,4.1089,0.6465
12200,3.9688,0.6316
12250,4.1985,0.6585
12300,4.2891,0.6732
12350,4.6074,0.6522
12400,4.1815,0.6335
12450,4.3896,0.6527
12500,4.3038,0.6545
12550,4.5834,0.6277
12600,4.1342,0.6265
12650,4.5549,0.6265
12700,4.5498,0.6318
12750,4.3582,0.6268
12800,4.3615,0.6434
12850,4.7578,0.6094
12900,4.4320,0.6295
12950,4.7180,0.6268
13000,4.8323,0.6303
13050,5.1276,0.6005
13100,5.0919,0.6271
13150,5.4396,0.6411
13200,5.6294,0.6418
13250,5.2706,0.6337
13300,5.2756,0.6211
13350,5.4587,0.6167
13400,5.8888,0.6134
13450,5.7825,0.6043
13500,5.9394,0.6561
13550,5.5881,0.6082
13600,5.5058,0.6307
13650,5.7694,0.6076
13700,5.8546,0.6132
13750,5.5946,0.6235
13800,5.6881,0.6194
13850,5.8997,0.6058
13900,5.9853,0.6618
13950,6.0114,0.6194
14000,6.2170,0.6220
14050,5.8207,0.6232
14100,6.0911,0.6148
14150,5.7131,0.6289
14200,5.9363,0.6114
14250,5.6615,0.6289
14300,5.8104,0.6172
14350,5.6532,0.5990
14400,5.9063,0.6019
14450,6.3714,0.5909
14500,6.5233,0.6174
14550,6.4806,0.5853
14600,6.1317,0.6014
14650,6.3077,0.6208
14700,6.0621,0.6217
14750,5.9153,0.6171
14800,5.8788,0.6005
14850,5.9409,0.6078
14900,5.6747,0.6259
14950,5.7521,0.6020
15000,5.9648,0.5825
15050,6.1610,0.5845
15100,5.9369,0.5796
15150,5.9825,0.6067
15200,5.5815,0.6005
15250,5.4252,0.5841
15300,5.6778,0.5961
15350,5.9133,0.6053
15400,5.5552,0.5938
15450,5.9884,0.6154
15500,6.0694,0.6098
15550,6.5838,0.5917
15600,6.3876,0.6024
15650,6.5166,0.6122
15700,6.3720,0.5990
15750,6.6428,0.5863
15800,6.4818,0.5853
15850,6.8728,0.5981
15900,6.7917,0.5765
15950,6.3805,0.5813
16000,6.8224,0.6034
16050,6.5596,0.5833
16100,6.6324,0.5908
16150,6.7913,0.5827
16200,6.3379,0.5915
16250,6.6701,0.5924
16300,6.8138,0.5761
16350,6.6304,0.5962
16400,6.9565,0.5905
16450,7.1371,0.5742
16500,7.2702,0.5956
16550,7.5025,0.5878
16600,7.0637,0.5885
16650,7.6179,0.5929
16700,7.0737,0.5813
16750,7.1841,0.5657
16800,7.2203,0.5650
16850,7.4338,0.5718
16900,7.3892,0.5855
16950,7.7162,0.5794
17000,7.4800,0.5804
17050,7.5553,0.5902
17100,7.6135,0.5731
17150,7.4273,0.5818
17200,7.4512,0.6043
17250,7.8467,0.6038
17300,7.5317,0.5782
17350,7.5348,0.5825
17400,7.3697,0.6028
17450,7.1900,0.6062
17500,7.1497,0.5728
17550,7.4864,0.5671
17600,7.1272,0.5800
17650,7.2670,0.5939
17700,7.2655,0.5823
17750,7.4234,0.5881
17800,7.2746,0.6112
17850,7.6061,0.6057
17900,7.2276,0.6118
17950,7.2221,0.6181
18000,7.5887,0.5981
18050,7.4431,0.5581
18100,7.5499,0.5934
18150,6.9140,0.5972
18200,7.5559,0.6024
18250,7.2114,0.5949
18300,7.2993,0.5851
18350,7.6226,0.5881
18400,7.3293,0.5995
18450,7.0606,0.6005
18500,6.6532,0.6145
18550,6.8136,0.5772
18600,6.8025,0.5962
18650,6.6798,0.5972
18700,7.2274,0.5841
18750,7.0122,0.6056
18800,7.0850,0.5698
18850,7.2276,0.5777
18900,7.3584,0.5891
18950,7.2195,0.5981
19000,6.6356,0.6159
19050,6.2412,0.6235
19100,6.9965,0.6167
19150,6.4835,0.6187
19200,6.8859,0.5977
19250,6.8179,0.6396
19300,6.2368,0.6167
19350,6.1863,0.6161
19400,6.4514,0.5991
19450,6.6906,0.5884
19500,6.5930,0.5829
19550,7.1314,0.5914
19600,6.7578,0.5851
19650,6.5065,0.5833
19700,6.2125,0.6019
19750,6.6500,0.5877
19800,6.6026,0.5857
19850,7.1756,0.5788
19900,7.3890,0.5772
19950,7.3950,0.5681
20000,7.6971,0.5650
20050,7.7512,0.5823
20100,7.7840,0.5798
20150,8.0680,0.5600
20200,7.8926,0.5721
20250,7.8698,0.5947
20300,7.6119,0.5741
20350,7.1810,0.5694
20400,7.4415,0.5885
20450,7.5185,0.5701
20500,7.9268,0.5711
20550,7.7660,0.5691
20600,7.6560,0.5839
20650,7.0008,0.5812
20700,7.2091,0.5684
20750,7.6786,0.5714
20800,7.2438,0.5741
20850,7.0186,0.5704
20900,7.3383,0.5677
20950,6.8989,0.5576
21000,7.0080,0.5537
21050,7.0531,0.5738
21100,6.9677,0.5419
21150,6.8993,0.5819
21200,7.0760,0.5684
21250,7.1314,0.5561
21300,7.4303,0.5798
21350,6.9188,0.5938
21400,6.6430,0.5972
21450,6.8858,0.5911
21500,6.8602,0.6082
21550,6.7233,0.6010
21600,7.0915,0.5913
21650,7.1198,0.6033
21700,7.1298,0.5888
21750,6.8835,0.5825
21800,6.6530,0.5789
21850,6.4172,0.6256
21900,6.2191,0.5924
21950,6.4992,0.5947
22000,6.6710,0.5920
22050,6.4298,0.5962
22100,6.7504,0.6170
22150,6.8271,0.6211
22200,6.3393,0.5892
22250,6.9620,0.5938
22300,6.9289,0.6056
22350,6.8920,0.6429
22400,6.9166,0.5986
22450,6.8418,0.5694
22500,6.5726,0.6061
22550,6.7535,0.5899
22600,7.0306,0.5885
22650,6.9404,0.6056
22700,7.1396,0.5808
22750,6.8386,0.5697
22800,6.8941,0.5860
22850,6.6652,0.5833
22900,6.8205,0.5762
22950,6.8262,0.5906
23000,6.6498,0.5792
23050,6.7706,0.5906
23100,6.3712,0.6123
23150,6.5266,0.5843
23200,6.4261,0.5882
23250,6.6667,0.5855
23300,6.7416,0.6075
23350,7.2637,0.5976
23400,7.6639,0.5892
23450,7.5050,0.5568
23500,7.6866,0.5601
23550,7.5764,0.5791
23600,7.6148,0.6043
23650,7.2036,0.5986
23700,6.9325,0.5876
23750,6.6603,0.5751
23800,6.6204,0.5657
23850,6.6908,0.5785
23900,6.7101,0.5721
23950,6.6957,0.5796
24000,6.7117,0.5738
24050,6.7803,0.5714
24100,6.6118,0.5967
24150,6.5279,0.5822
24200,6.9470,0.5791
24250,6.6704,0.5748
24300,6.8099,0.5698
24350,6.9600,0.5818
24400,6.4847,0.5900
24450,6.1805,0.5714
24500,6.2338,0.5579
24550,6.1320,0.5778
24600,5.8417,0.5862
24650,5.8807,0.5724
24700,5.7311,0.5731
24750,5.4604,0.5583
24800,5.6314,0.5820
24850,5.2846,0.5748
24900,5.4472,0.5635
24950,5.3678,0.5502
25000,5.5806,0.5520
25050,5.6776,0.5528
25100,5.9368,0.5711
25150,5.6697,0.5553
25200,5.6493,0.5586
25250,5.1647,0.5665
25300,5.3767,0.5765
25350,5.6227,0.5364
25400,5.3999,0.5592
25450,5.5366,0.5629
25500,5.5544,0.5659
25550,5.3463,0.5495
25600,5.7034,0.5513
25650,5.4492,0.5490
25700,5.6766,0.5303
25750,5.9012,0.5271
25800,5.5368,0.5528
25850,5.4798,0.5811
25900,5.6417,0.5600
25950,5.8680,0.5779
26000,6.0276,0.5945
26050,5.6406,0.5856
26100,5.5825,0.5785
26150,5.6291,0.5869
26200,5.7989,0.5670
26250,6.0025,0.5629
26300,6.2463,0.5451
26350,5.9200,0.5714
26400,5.7601,0.5638
26450,5.9623,0.5727
26500,6.0824,0.5473
26550,6.1451,0.5546
26600,6.1269,0.5639
26650,6.1188,0.5477
26700,5.9952,0.5631
26750,5.9570,0.5612
26800,6.1974,0.5692
26850,6.2353,0.5811
26900,6.3043,0.5793
26950,6.2211,0.5593
27000,6.3040,0.5760
27050,6.2092,0.5452
27100,5.8628,0.5533
27150,5.9863,0.5711
27200,6.1117,0.5692
27250,6.1219,0.5639
27300,6.0744,0.5734
27350,6.1673,0.5576
27400,6.1921,0.5692
27450,6.3419,0.5416
27500,5.8180,0.5814
27550,6.1570,0.5576
27600,6.6540,0.5731
27650,6.1022,0.5608
27700,6.3856,0.5770
27750,6.5241,0.5596
27800,6.5064,0.5566
27850,6.4467,0.5513
27900,6.7173,0.5624
27950,6.3415,0.5414
28000,6.3637,0.5676
28050,6.4747,0.5550
28100,6.7715,0.5810
28150,6.7565,0.5682
28200,6.9402,0.5525
28250,6.8245,0.5383
28300,6.9372,0.5414
28350,6.9682,0.5378
28400,7.4014,0.5281
28450,7.2683,0.5383
28500,7.1552,0.5565
28550,7.0786,0.5506
28600,7.1866,0.5556
28650,7.3649,0.5480
28700,7.2270,0.5446
28750,7.1240,0.5669
28800,6.9169,0.5666
28850,7.2241,0.5426
28900,6.9945,0.5500
28950,7.1906,0.5493
29000,6.8350,0.5374
29050,6.8178,0.5492
29100,6.6478,0.5900
29150,6.9457,0.5481
29200,6.5719,0.5471
29250,6.5821,0.5363
29300,7.3096,0.5374
29350,6.9406,0.5432
29400,6.8531,0.5624
29450,7.0729,0.5666
29500,6.6484,0.5491
29550,6.3390,0.5708
29600,6.5508,0.5570
29650,6.7277,0.5536
29700,6.7850,0.5373
29750,6.7813,0.5595
29800,6.8712,0.5740
29850,7.0129,0.5530
29900,7.1394,0.5487
29950,7.1729,0.5320
30000,6.6615,0.5570
30050,6.6340,0.5434
30100,6.3349,0.5485
30150,6.3646,0.5646
30200,6.2906,0.5525
30250,6.7885,0.5545
30300,6.7640,0.5432
30350,6.5487,0.5601
30400,6.6760,0.5635
30450,6.7720,0.5393
30500,6.7026,0.5345
30550,6.7348,0.5583
30600,6.7416,0.5396
30650,6.7633,0.5430
30700,6.7213,0.5497
30750,6.5827,0.5415
30800,6.7250,0.5580
30850,6.8275,0.5430
30900,6.8567,0.5518
30950,6.9047,0.5647
31000,6.9742,0.5477
31050,6.9058,0.5436
31100,6.7912,0.5265
31150,6.7610,0.5570
31200,6.5261,0.5390
31250,6.8049,0.5510
31300,6.5923,0.5282
31350,6.6036,0.5523
31400,6.6947,0.5601
31450,6.4053,0.5530
31500,6.3663,0.5348
31550,6.5559,0.5348
31600,6.5883,0.5410
31650,6.7109,0.5535
31700,6.5184,0.5356
31750,6.6538,0.5578
31800,6.6289,0.5360
31850,6.3258,0.5530
31900,6.2254,0.5523
31950,6.3456,0.5477
32000,6.4472,0.5533
32050,6.8661,0.5545
32100,6.3661,0.5402
32150,6.3066,0.5581
32200,6.5079,0.5371
32250,6.7207,0.5459
32300,6.6595,0.5395
32350,6.6037,0.5442
32400,6.5600,0.5459
32450,6.1290,0.5635
32500,6.2453,0.5471
32550,6.1704,0.5422
32600,5.7976,0.5448
32650,5.8165,0.5629
32700,6.1213,0.5643
32750,5.9200,0.5625
32800,5.9405,0.5488
32850,5.9348,0.5437
32900,6.3103,0.5561
32950,6.4762,0.5481
33000,6.2129,0.5459
33050,5.4625,0.5439
33100,5.6266,0.5618
33150,5.3635,0.5477
33200,5.5637,0.5286
33250,5.3838,0.5545
33300,5.4659,0.5432
33350,5.5306,0.5247
33400,5.1554,0.5430
33450,5.2588,0.5311
33500,5.4028,0.5299
33550,5.4145,0.5359
33600,5.2323,0.5523
33650,5.3821,0.5490
33700,5.5882,0.5277
33750,5.6030,0.5525
33800,5.5849,0.5493
33850,5.6415,0.5594
33900,5.4611,0.5318
33950,5.6480,0.5339
34000,5.5016,0.5358
34050,6.0063,0.5399
34100,5.9626,0.5299
34150,6.3362,0.5347
34200,6.0373,0.5341
34250,6.0286,0.5330
34300,6.1511,0.5525
34350,5.9989,0.5405
34400,5.6877,0.5399
34450,5.6814,0.5553
34500,5.8536,0.5530
34550,5.7568,0.5513
34600,5.9263,0.5310
34650,5.8551,0.5351
34700,5.7711,0.5428
34750,5.9949,0.5290
34800,5.5835,0.5412
34850,5.5314,0.5322
34900,5.6254,0.5167
34950,5.9002,0.5249
35000,5.7740,0.5208
35050,6.2549,0.5338
35100,6.0709,0.5156
35150,5.9424,0.5166
35200,5.8944,0.5363
35250,5.8345,0.5223
35300,5.8848,0.5022
35350,6.2476,0.5180
35400,5.6691,0.5221
35450,5.6179,0.5336
35500,5.6273,0.5430
35550,5.8231,0.5350
35600,5.7518,0.5258
35650,5.8871,0.5179
35700,5.5921,0.5225
35750,5.7066,0.5243
35800,5.7315,0.5303
35850,5.8756,0.5109
35900,5.4448,0.5327
35950,5.6712,0.5224
36000,6.2050,0.5152
36050,6.0244,0.5164
36100,5.8430,0.5252
36150,5.5632,0.5288
36200,5.6361,0.5489
36250,5.9103,0.5344
36300,6.0034,0.5256
36350,6.2303,0.5297
36400,6.1891,0.5333
36450,6.2846,0.5143
36500,5.9028,0.5393
36550,5.8981,0.5203
36600,5.9993,0.5135
36650,5.8190,0.5257
36700,6.3099,0.5379
36750,6.4232,0.5485
36800,6.6450,0.5143
36850,6.1636,0.5344
36900,6.2094,0.5386
36950,5.9114,0.5520
37000,5.8694,0.5591
37050,5.7053,0.5661
37100,5.9361,0.5528
37150,5.7282,0.5459
37200,5.4603,0.5721
37250,5.6228,0.5653
37300,5.7197,0.5642
37350,5.6679,0.5649
37400,5.8689,0.5809
37450,6.0209,0.5653
37500,5.7695,0.5519
37550,5.7309,0.5568
37600,5.4803,0.5563
37650,5.7278,0.5581
37700,5.8214,0.5513
37750,5.7904,0.5611
37800,5.9439,0.5612
37850,5.7583,0.5583
37900,5.8836,0.5705
37950,5.9218,0.5612
38000,5.6442,0.5676
38050,5.3981,0.5538
38100,5.5154,0.5488
38150,5.1684,0.5533
38200,5.1015,0.5616
38250,5.2759,0.5381
38300,4.9376,0.5701
38350,4.7994,0.5673
38400,5.1652,0.5695
38450,5.3298,0.5551
38500,5.5124,0.5405
38550,5.0332,0.5663
38600,5.2686,0.5601
38650,5.0730,0.5530
38700,5.0799,0.5586
38750,5.2930,0.5760
38800,5.4688,0.5667
38850,5.7365,0.5864
38900,5.3273,0.5766
38950,5.3453,0.5783
39000,5.3377,0.5760
39050,5.4133,0.5695
39100,5.6035,0.5705
39150,5.6530,0.5727
39200,5.6509,0.5753
39250,5.7924,0.5568
39300,5.5570,0.5591
39350,5.7682,0.5668
39400,5.7315,0.5477
39450,5.5226,0.5419
39500,5.8323,0.5621
39550,5.6466,0.5446
39600,5.3703,0.5618
39650,5.6136,0.5654
39700,5.8101,0.5553
39750,5.8382,0.5502
39800,5.2104,0.5631
39850,5.6056,0.5609
39900,5.7528,0.5642
39950,5.4762,0.5455
40000,5.9930,0.5409
40050,5.5747,0.5718
40100,6.0386,0.5737
40150,6.1697,0.5530
40200,6.3250,0.5649
40250,6.1977,0.5563
40300,6.0208,0.5770
40350,5.8006,0.5621
40400,5.7499,0.5573
40450,6.0398,0.5698
40500,6.1683,0.5477
40550,5.5589,0.5678
40600,5.4773,0.5558
40650,5.6263,0.5507
40700,6.1488,0.5263
40750,6.0863,0.5473
40800,5.8963,0.5615
40850,5.8657,0.5433
40900,5.8304,0.5274
40950,5.7094,0.5576
41000,5.7513,0.5388
41050,5.8056,0.5372
41100,5.7484,0.5437
41150,5.8841,0.5381
41200,5.6498,0.5436
41250,5.5713,0.5379
41300,5.8638,0.5594
41350,5.8973,0.5448
41400,5.7296,0.5584
41450,5.9400,0.5295
41500,6.0289,0.5415
41550,5.5107,0.5671
41600,5.7245,0.5463
41650,5.8608,0.5545
41700,5.9357,0.5509
41750,5.7635,0.5348
41800,5.3726,0.5395
41850,5.8309,0.5356
41900,5.8513,0.5553
41950,5.8451,0.5388
42000,6.0640,0.5367
42050,6.4273,0.5477
42100,6.0556,0.5594
42150,5.9747,0.5579
42200,5.9163,0.5355
42250,5.9442,0.5543
42300,5.8973,0.5381
42350,5.9452,0.5203
42400,5.9656,0.5167
42450,5.7405,0.5142
42500,5.6599,0.5322
42550,6.1530,0.5329
42600,5.6609,0.5120
42650,5.6196,0.5066
42700,5.7765,0.5372
42750,5.8810,0.5101
42800,5.9353,0.5265
42850,5.9577,0.5264
42900,5.8548,0.5257
42950,5.8458,0.5121
43000,5.6704,0.5292
43050,5.7439,0.5164
43100,5.7221,0.5109
43150,5.6472,0.5291
43200,5.6030,0.5122
43250,5.0024,0.5323
43300,5.0628,0.5280
43350,5.5487,0.5379
43400,5.4031,0.5327
43450,5.2309,0.5558
43500,5.3902,0.5374
43550,5.4823,0.5276
43600,5.8156,0.5383
43650,6.1497,0.5246
43700,5.8261,0.5180
43750,6.0079,0.5248
43800,6.2193,0.5278
43850,6.0619,0.5256
43900,5.8517,0.5312
43950,5.9157,0.4978
44000,5.6477,0.4956
44050,6.0537,0.5122
44100,5.8179,0.5033
44150,5.9960,0.5165
44200,6.3048,0.5077
44250,6.3118,0.5077
44300,7.0156,0.4978
44350,6.6583,0.5265
44400,6.6595,0.5463
44450,7.1196,0.5189
44500,7.0500,0.5145
44550,6.6028,0.5078
44600,6.5237,0.5344
44650,6.5398,0.5307
44700,6.7635,0.5376
44750,6.9002,0.5000
44800,6.8139,0.5317
44850,6.9733,0.5414
44900,6.5440,0.5473
44950,6.6076,0.5404
45000,6.9004,0.5357
45050,6.6129,0.5301
45100,6.7518,0.5165
45150,6.6974,0.5455
45200,6.8665,0.5444
45250,6.3687,0.5444
45300,6.2399,0.5556
45350,6.2003,0.5545
45400,6.5311,0.5581
45450,6.2843,0.5402
45500,6.0879,0.5381
45550,6.2784,0.5463
45600,6.2523,0.5469
45650,6.2945,0.5428
45700,6.4055,0.5508
45750,6.5161,0.5330
45800,6.6316,0.5341
45850,6.3373,0.5335
45900,6.5731,0.5410
45950,6.7662,0.5308
46000,6.8827,0.5326
46050,6.6874,0.5553
46100,6.3841,0.5410
46150,6.5943,0.5503
46200,6.5565,0.5448
46250,6.4145,0.5530
46300,6.5491,0.5422
46350,6.2787,0.5221
46400,6.2898,0.5437
46450,6.4752,0.5422
46500,6.4147,0.5408
46550,6.3014,0.5422
46600,5.9655,0.5541
46650,6.0709,0.5444
46700,6.3437,0.5513
46750,6.1637,0.5442
46800,5.8629,0.5379
46850,6.1178,0.5371
46900,6.1682,0.5271
46950,5.7563,0.5213
47000,5.9544,0.5330
47050,6.6614,0.5234
47100,6.6116,0.5359
47150,6.3417,0.5308
47200,6.4048,0.5366
47250,6.5291,0.5270
47300,6.2162,0.5511
47350,6.6970,0.5776
47400,6.6407,0.5621
47450,6.6632,0.5806
47500,6.2194,0.5737
47550,6.2014,0.5646
47600,6.4211,0.5548
47650,6.3872,0.5615
47700,6.6928,0.5640
47750,6.6989,0.5444
47800,6.6985,0.5430
47850,6.6483,0.5626
47900,6.6461,0.5508
47950,6.7557,0.5506
48000,6.5859,0.5652
48050,6.8235,0.5698
48100,6.5752,0.5605
48150,6.3109,0.5465
48200,6.6506,0.5584
48250,7.1705,0.5581
48300,6.8942,0.5724
48350,6.9401,0.5653
48400,6.9912,0.5744
48450,6.8329,0.5600
48500,6.9183,0.5727
48550,6.5558,0.5769
48600,6.6540,0.5882
48650,6.8278,0.5869
48700,6.9380,0.5686
48750,6.6992,0.5664
48800,6.9091,0.5680
48850,6.8058,0.5769
48900,6.6840,0.5811
48950,6.4154,0.5647
49000,6.1006,0.5785
49050,6.1922,0.5628
49100,6.0629,0.5717
49150,6.2074,0.5588
49200,6.1250,0.5811
49250,6.3531,0.5782
49300,5.9646,0.5833
49350,6.0412,0.5772
49400,6.2898,0.5740
49450,6.1418,0.5660
49500,6.4439,0.5717
49550,6.2396,0.5759
49600,6.2985,0.5824
49650,6.7210,0.5655
49700,6.1563,0.5563
49750,6.3112,0.5467
49800,6.3335,0.5600
49850,6.5732,0.5386
49900,6.6800,0.5470
49950,6.8513,0.5727
50000,6.7470,0.5682
