t_ps,beta_core_rmsd,contact_jaccard
9300,5.6960,0.6642
9350,6.0014,0.6517
9400,5.9530,0.6437
9450,5.9523,0.6768
9500,5.8007,0.6415
9550,6.2037,0.6400
9600,6.4508,0.6455
9650,6.7296,0.6574
9700,6.6578,0.6751
9750,6.3680,0.6558
9800,6.4424,0.6423
9850,5.8065,0.6675
9900,5.6648,0.6557
9950,5.4331,0.6434
10000,5.8255,0.6347
10050,5.8630,0.6403
10100,5.7680,0.6247
10150,5.7134,0.6240
10200,5.8560,0.6580
10250,5.7386,0.6522
10300,5.0319,0.6278
10350,5.3065,0.6535
10400,5.0905,0.6512
10450,4.6019,0.6853
10500,4.7230,0.6544
10550,5.0225,0.6519
10600,5.4770,0.6632
10650,4.9141,0.6457
10700,5.0124,0.6463
10750,5.1121,0.6763
10800,4.7829,0.6506
10850,5.1022,0.6562
10900,5.1295,0.6449
10950,4.5955,0.6425
11000,4.1121,0.6545
11050,4.3739,0.6781
11100,4.7030,0.6710
11150,4.5110,0.6474
11200,4.1080,0.6530
11250,4.6459,0.6487
11300,4.5894,0.6445
11350,4.9700,0.6423
11400,4.5987,0.6394
11450,4.6334,0.6382
11500,4.5975,0.6419
11550,4.8569,0.6573
11600,4.9936,0.6499
11650,4.8567,0.6607
11700,4.4396,0.6499
11750,4.7651,0.6555
11800,4.8114,0.6516
11850,4.7430,0.6632
11900,5.1624,0.6805
11950,4.7524,0.6797
12000,4.6823,0.6580
12050,4.6740,0.6515
12100,4.2542,0.6649
12150,4.0636,0.6641
12200,4.0352,0.6632
12250,4.4127,0.6841
12300,4.2955,0.6607
12350,4.5960,0.6605
12400,4.7354,0.6710
12450,4.4200,0.6572
12500,4.5599,0.6632
12550,4.6236,0.6641
12600,4.7138,0.6530
12650,4.8553,0.6675
12700,4.4242,0.6781
12750,4.3561,0.6649
12800,4.6272,0.6649
12850,4.7252,0.6554
12900,4.6410,0.6649
12950,4.9825,0.6684
13000,5.2117,0.6317
13050,5.0761,0.6667
13100,4.5882,0.6423
13150,4.8212,0.6347
13200,4.9727,0.6357
13250,4.8372,0.6385
13300,4.4092,0.6392
13350,4.5228,0.6327
13400,4.9070,0.6505
13450,4.7988,0.6234
13500,4.8909,0.6211
13550,4.8899,0.6144
13600,5.0517,0.6373
13650,4.9630,0.6181
13700,4.6559,0.6091
13750,4.6803,0.6025
13800,4.6144,0.6209
13850,4.8014,0.6304
13900,4.6450,0.5995
13950,4.5447,0.6146
14000,4.8386,0.6035
14050,4.7472,0.6225
14100,4.6741,0.6118
14150,4.9203,0.6165
14200,4.9394,0.6354
14250,4.5488,0.6169
14300,4.6319,0.6288
14350,4.6849,0.6163
14400,4.6893,0.6304
14450,4.4876,0.6055
14500,4.6992,0.5941
14550,4.7080,0.6000
14600,4.6149,0.6260
14650,4.3237,0.6307
14700,4.5131,0.6085
14750,4.4126,0.6332
14800,4.2853,0.6160
14850,4.4764,0.6247
14900,4.3284,0.6250
14950,4.3610,0.6347
15000,4.3368,0.6361
15050,4.4172,0.6199
15100,4.1045,0.6215
15150,4.1574,0.6399
15200,4.2126,0.6410
15250,4.4317,0.6168
15300,4.2888,0.6266
15350,4.4658,0.6260
15400,4.3992,0.6199
15450,4.7185,0.6292
15500,4.6153,0.6276
15550,4.4268,0.6247
15600,4.2534,0.6596
15650,4.1466,0.6418
15700,4.4015,0.6320
15750,4.6760,0.6207
15800,4.4889,0.6343
15850,4.5012,0.6373
15900,4.5735,0.6050
15950,4.7545,0.6026
16000,4.5924,0.6266
16050,4.6724,0.6120
16100,4.7361,0.6051
16150,4.5958,0.6144
16200,4.4933,0.6272
16250,4.7313,0.6073
16300,4.7375,0.5928
16350,4.9453,0.6306
16400,4.8264,0.6204
16450,4.8017,0.6031
16500,4.6638,0.6099
16550,4.5053,0.6126
16600,4.8478,0.6121
16650,4.5902,0.6000
16700,4.6356,0.5948
16750,4.7322,0.5772
16800,4.5941,0.6099
16850,4.3892,0.6280
16900,4.4567,0.6214
16950,4.5649,0.5906
17000,4.5304,0.6371
17050,4.5441,0.6047
17100,4.5278,0.6010
17150,4.6728,0.5808
17200,4.4970,0.5969
17250,4.5653,0.6000
17300,4.6228,0.5795
17350,4.8730,0.5729
17400,4.5741,0.5944
17450,4.5601,0.6094
17500,4.6136,0.5943
17550,4.5595,0.6162
17600,4.8454,0.6077
17650,4.9254,0.6289
17700,4.9503,0.5924
17750,4.7961,0.5938
17800,5.0066,0.5969
17850,5.0820,0.6000
17900,4.9511,0.6253
17950,4.8685,0.6125
18000,5.1635,0.6025
18050,5.2710,0.5995
18100,5.5004,0.6133
18150,5.4611,0.6005
18200,5.2314,0.6163
18250,5.2626,0.6005
18300,5.2941,0.6025
18350,5.3636,0.6160
18400,5.4816,0.5901
18450,5.5121,0.5827
18500,5.2552,0.6020
18550,5.3903,0.6123
18600,5.5676,0.6075
18650,5.4298,0.5827
18700,5.5178,0.6160
18750,5.6661,0.5934
18800,5.8174,0.5819
18850,5.8129,0.5664
18900,5.8013,0.5648
18950,5.5783,0.5852
19000,5.5525,0.5835
19050,5.9669,0.5885
19100,5.8666,0.5856
19150,5.8120,0.5783
19200,5.9394,0.5591
19250,5.7860,0.5831
19300,6.0242,0.5647
19350,5.9450,0.5980
19400,6.1346,0.6010
19450,6.2663,0.5722
19500,5.9039,0.5831
19550,6.1635,0.5599
19600,5.9803,0.5833
19650,5.7864,0.5842
19700,5.8307,0.5817
19750,5.5794,0.5672
19800,5.5424,0.5707
19850,5.6293,0.5739
19900,5.5489,0.5743
19950,5.3117,0.5721
20000,5.4135,0.5768
20050,5.3581,0.5711
20100,5.3314,0.5714
20150,4.8891,0.5899
20200,5.3032,0.5630
20250,5.3846,0.5890
20300,5.4185,0.5743
20350,5.2276,0.5990
20400,5.3075,0.5866
20450,5.5610,0.5668
20500,5.6796,0.5611
20550,5.6302,0.5700
20600,5.7943,0.5583
20650,6.1941,0.5468
20700,5.9071,0.5647
20750,5.9983,0.5658
20800,5.9709,0.5420
20850,5.7448,0.5642
20900,5.6254,0.5846
20950,6.0485,0.5623
21000,5.9428,0.5906
21050,5.8987,0.5802
21100,5.8290,0.5852
21150,5.7263,0.5645
21200,5.5874,0.5655
21250,5.4278,0.5714
21300,5.8138,0.5746
21350,5.8975,0.5521
21400,5.7695,0.5871
21450,5.6293,0.5881
21500,5.7803,0.5865
21550,5.6708,0.5761
21600,5.5261,0.5939
21650,5.6961,0.5804
21700,5.4135,0.5888
21750,5.7276,0.5925
21800,5.4718,0.5891
21850,5.6262,0.5903
21900,5.3051,0.5934
21950,5.4965,0.5812
22000,5.6930,0.5865
22050,5.5732,0.5617
22100,5.4867,0.5775
22150,5.3778,0.5761
22200,5.3171,0.5915
22250,5.8133,0.5636
22300,5.6564,0.5743
22350,5.6097,0.5659
22400,5.3398,0.5806
22450,5.0273,0.6035
22500,5.2686,0.6124
22550,5.2144,0.6065
22600,5.2153,0.6040
22650,5.2262,0.6098
22700,5.1472,0.6015
22750,6.0147,0.6089
22800,5.5214,0.5980
22850,5.4622,0.5979
22900,5.3354,0.6107
22950,5.4725,0.5697
23000,5.5239,0.5808
23050,5.5872,0.5802
23100,5.8547,0.5985
23150,5.9309,0.5884
23200,5.7839,0.5930
23250,5.7292,0.6051
23300,5.7229,0.5949
23350,5.4177,0.5964
23400,5.2465,0.5960
23450,5.0331,0.6051
23500,5.1422,0.6156
23550,5.2271,0.6057
23600,5.1789,0.5995
23650,5.0614,0.6131
23700,5.5886,0.5990
23750,5.3978,0.6269
23800,5.3600,0.6195
23850,5.0685,0.6000
23900,5.1954,0.6036
23950,5.2059,0.5974
24000,5.2586,0.6124
24050,5.2419,0.6148
24100,5.2539,0.6227
24150,5.4113,0.6097
24200,5.5642,0.5985
24250,5.4217,0.6260
24300,5.3395,0.6231
24350,5.5038,0.6237
24400,5.0970,0.6212
24450,5.0970,0.6080
24500,5.3474,0.6199
24550,5.2854,0.6501
24600,5.3046,0.6199
24650,5.2165,0.6282
24700,5.1133,0.6051
24750,5.0991,0.6020
24800,5.1479,0.6140
24850,5.1872,0.6154
24900,5.0329,0.6299
24950,5.1845,0.6234
25000,5.4065,0.6046
25050,5.6168,0.5943
25100,5.3500,0.6144
25150,4.9087,0.6421
25200,4.9194,0.6144
25250,5.2691,0.6066
25300,5.1741,0.6168
25350,5.2125,0.6074
25400,5.2012,0.6160
25450,5.2239,0.6158
25500,5.2367,0.6136
25550,4.9216,0.6046
25600,5.1419,0.5930
25650,5.0298,0.6000
25700,5.1674,0.6148
25750,5.1187,0.6340
25800,4.9429,0.6250
25850,5.2042,0.6312
25900,5.1024,0.6134
25950,5.1143,0.6257
26000,5.0626,0.6107
26050,5.3741,0.6134
26100,5.0966,0.6218
26150,5.3183,0.6031
26200,5.2855,0.5960
26250,5.2102,0.5990
26300,5.0623,0.6015
26350,5.0407,0.6106
26400,5.1450,0.6034
26450,5.4969,0.6030
26500,5.3422,0.6030
26550,5.4619,0.6187
26600,5.3138,0.6071
26650,5.2515,0.5910
26700,5.0787,0.6203
26750,4.8952,0.6035
26800,4.6834,0.6240
26850,5.0894,0.6186
26900,5.1626,0.6000
26950,4.9629,0.6047
27000,5.0700,0.6071
27050,5.0873,0.6030
27100,5.0164,0.6154
27150,5.0656,0.5924
27200,4.9463,0.5939
27250,5.1740,0.6046
27300,5.1610,0.5934
27350,5.3714,0.6060
27400,5.6083,0.6281
27450,5.6788,0.6132
27500,5.4538,0.6107
27550,5.4857,0.6113
27600,5.7404,0.5861
27650,5.6800,0.6199
27700,5.4426,0.5939
27750,5.6536,0.6056
27800,5.4119,0.6189
27850,5.4963,0.5940
27900,5.2274,0.6292
27950,5.5220,0.6312
28000,5.4304,0.6160
28050,5.6554,0.6134
28100,5.2381,0.6173
28150,5.2521,0.6240
28200,5.3509,0.6041
28250,5.3443,0.5954
28300,5.2742,0.5995
28350,5.1846,0.6130
28400,4.9437,0.5821
28450,5.4723,0.5743
28500,5.3501,0.6010
28550,5.4063,0.6015
28600,4.8328,0.5960
28650,5.2215,0.6046
28700,5.0196,0.6103
28750,5.3483,0.5875
28800,5.3778,0.6060
28850,5.0355,0.5917
28900,5.1742,0.6244
28950,5.1258,0.6119
29000,5.2156,0.5941
29050,5.2458,0.6015
29100,5.3355,0.6165
29150,5.2167,0.5966
29200,5.5155,0.5935
29250,5.1681,0.6000
29300,5.2090,0.6074
29350,5.2197,0.6020
29400,4.9715,0.6275
29450,5.1649,0.6024
29500,5.0414,0.6152
29550,5.0617,0.6282
29600,4.8311,0.6244
29650,4.8405,0.6401
29700,4.9434,0.6171
29750,5.0171,0.6460
29800,4.9987,0.6030
29850,5.1731,0.6175
29900,5.1526,0.6269
29950,5.0997,0.6436
30000,4.9400,0.6501
30050,4.9202,0.6396
30100,4.7791,0.6496
30150,4.7911,0.6447
30200,4.7680,0.6334
30250,4.9330,0.6234
30300,4.6757,0.6378
30350,4.8490,0.6278
30400,4.8715,0.6247
30450,5.0222,0.6421
30500,5.0373,0.6281
30550,4.9503,0.6354
30600,4.8975,0.6352
30650,4.6113,0.6403
30700,4.4785,0.6405
30750,5.0343,0.6307
30800,4.6837,0.6231
30850,4.8213,0.6419
30900,4.8148,0.6200
30950,4.7537,0.6195
31000,5.1157,0.6104
31050,5.1020,0.5955
31100,5.1920,0.6020
31150,5.0884,0.6025
31200,5.2128,0.6095
31250,5.1000,0.6165
31300,5.2233,0.6263
31350,5.2765,0.6152
31400,5.5106,0.6269
31450,5.2247,0.6093
31500,5.3643,0.6263
31550,5.5229,0.6005
31600,5.6677,0.6125
31650,5.4602,0.6040
31700,5.2856,0.5971
31750,5.2085,0.6005
31800,5.4572,0.5956
31850,5.0910,0.5922
31900,5.1781,0.6044
31950,5.5353,0.6064
32000,5.2566,0.6051
32050,5.3134,0.5970
32100,5.1038,0.6119
32150,4.9835,0.5935
32200,4.9960,0.6206
32250,5.1919,0.6144
32300,5.2468,0.6125
32350,5.0973,0.6389
32400,5.2834,0.6297
32450,5.6073,0.6187
32500,5.9454,0.6350
32550,5.6348,0.6350
32600,5.6101,0.6146
32650,5.9012,0.6034
32700,5.9204,0.6108
32750,5.7583,0.6237
32800,5.7858,0.6216
32850,5.4989,0.6256
32900,5.5981,0.6015
32950,5.2641,0.6281
33000,5.1221,0.6284
33050,5.5498,0.6133
33100,5.5287,0.6015
33150,5.5053,0.5839
33200,5.5371,0.6095
33250,5.3664,0.6354
33300,5.2953,0.6216
33350,5.3022,0.6194
33400,4.9651,0.6048
33450,5.2515,0.6158
33500,5.2934,0.6058
33550,5.3995,0.5995
33600,5.2528,0.6049
33650,5.4463,0.5986
33700,5.4090,0.6152
33750,5.3298,0.5813
33800,5.0779,0.5933
33850,5.4729,0.5864
33900,5.3594,0.5872
33950,5.5526,0.5884
34000,5.2892,0.6074
34050,5.1729,0.6225
34100,5.2693,0.5980
34150,5.2816,0.6275
34200,5.1328,0.6269
34250,5.0823,0.6148
34300,5.3232,0.5904
34350,5.4587,0.6020
34400,5.7797,0.5990
34450,5.7659,0.5990
34500,5.7797,0.5922
34550,5.9655,0.6201
34600,5.9738,0.6139
34650,5.8378,0.5986
34700,5.6133,0.6118
34750,5.7582,0.6019
34800,5.7774,0.5894
34850,5.5210,0.5854
34900,5.2793,0.5875
34950,5.2263,0.5933
35000,5.2222,0.6015
35050,5.5964,0.6049
35100,5.7129,0.6005
35150,5.8853,0.5957
35200,5.8894,0.6038
35250,6.1688,0.5875
35300,6.1068,0.6117
35350,5.9971,0.6103
35400,5.5501,0.6307
35450,5.4481,0.6179
35500,5.5299,0.6072
35550,5.2627,0.6179
35600,5.4217,0.6010
35650,5.5194,0.5922
35700,5.5622,0.6065
35750,5.6692,0.5981
35800,5.4634,0.6219
35850,5.5611,0.5995
35900,5.8829,0.6117
35950,5.6134,0.6135
36000,5.5926,0.6123
36050,5.5462,0.6169
36100,5.4493,0.6117
36150,5.4856,0.6077
36200,5.4515,0.6235
36250,5.6188,0.6188
36300,5.4194,0.6269
36350,5.3635,0.6000
36400,5.6842,0.6082
36450,5.9192,0.6058
36500,5.7817,0.6150
36550,5.6343,0.6194
36600,5.7906,0.6087
36650,5.6401,0.6146
36700,5.7362,0.6148
36750,5.7294,0.6034
36800,5.8005,0.6029
36850,5.6395,0.6044
36900,5.5556,0.5962
36950,5.4435,0.6156
37000,5.7888,0.6054
37050,5.5300,0.6067
37100,5.4811,0.5905
37150,5.3783,0.6294
37200,5.3634,0.6241
37250,5.1894,0.6000
37300,5.3019,0.6171
37350,5.3476,0.6019
37400,5.4534,0.6200
37450,5.3801,0.6099
37500,5.4304,0.5995
37550,5.4072,0.5976
37600,5.4191,0.5792
37650,5.3906,0.5986
37700,5.4122,0.5880
37750,5.1710,0.5967
37800,5.5489,0.5948
37850,5.5956,0.5962
37900,5.4445,0.5952
37950,5.2541,0.6163
38000,5.3533,0.6190
38050,5.1718,0.6234
38100,5.1939,0.6210
38150,5.0089,0.6049
38200,5.1708,0.6088
38250,5.5485,0.5937
38300,5.4101,0.6206
38350,5.5268,0.6065
38400,5.6391,0.6074
38450,5.4293,0.5985
38500,5.3836,0.6135
38550,5.5851,0.5936
38600,5.6621,0.5918
38650,5.9525,0.5957
38700,5.8560,0.5906
38750,5.7315,0.5985
38800,5.6243,0.5981
38850,5.4499,0.5783
38900,5.4787,0.5851
38950,5.3158,0.6058
39000,5.4402,0.6064
39050,5.8348,0.5951
39100,5.9957,0.5995
39150,6.0035,0.6000
39200,5.9271,0.6069
39250,5.8287,0.6144
39300,5.8773,0.6182
39350,5.8904,0.5837
39400,5.7941,0.6029
39450,5.6648,0.5985
39500,5.6822,0.5947
39550,5.4837,0.6025
39600,5.7059,0.6122
39650,5.8436,0.6014
39700,5.7931,0.6083
39750,5.6724,0.6108
39800,5.8002,0.6152
39850,5.8032,0.6278
39900,5.7167,0.6084
39950,5.7431,0.6038
40000,5.6949,0.5976
40050,5.6642,0.5933
40100,5.3469,0.6010
40150,5.5536,0.5990
40200,5.4868,0.6096
40250,5.5389,0.6117
40300,5.7885,0.6028
40350,5.8812,0.6071
40400,5.8128,0.6072
40450,5.8041,0.6029
40500,5.8267,0.5908
40550,5.7536,0.5848
40600,5.8120,0.5817
40650,5.8022,0.6049
40700,5.8064,0.6029
40750,5.8524,0.5936
40800,5.5554,0.6063
40850,5.9558,0.5962
40900,5.9124,0.5861
40950,5.8681,0.6005
41000,6.1625,0.5921
41050,5.7909,0.5841
41100,5.9332,0.5980
41150,5.6738,0.5797
41200,5.6701,0.5787
41250,5.7347,0.5844
41300,5.5539,0.6079
41350,5.3818,0.6044
41400,5.6476,0.6104
41450,5.5993,0.5884
41500,5.7219,0.5928
41550,5.7254,0.6131
41600,5.7257,0.5913
41650,5.7690,0.6044
41700,5.6694,0.5990
41750,5.6965,0.6121
41800,5.7173,0.6034
41850,5.6070,0.6093
41900,5.6812,0.6092
41950,5.5140,0.5817
42000,5.4760,0.6054
42050,5.3943,0.6082
42100,5.4568,0.5926
42150,5.0987,0.6131
42200,5.6505,0.5951
42250,5.5552,0.5971
42300,5.6128,0.5858
42350,5.6547,0.6035
42400,5.3809,0.6010
42450,5.4995,0.5990
42500,5.3569,0.6173
42550,5.6291,0.6079
42600,5.3932,0.6091
42650,5.4249,0.6071
42700,5.3178,0.6005
42750,5.3485,0.6070
42800,5.4483,0.6005
42850,5.6281,0.6162
42900,5.8799,0.6144
42950,5.6558,0.6288
43000,5.6642,0.5951
43050,5.9394,0.6015
43100,5.8369,0.5971
43150,5.8416,0.5970
43200,5.7998,0.6111
43250,5.8850,0.5965
43300,5.8931,0.6005
43350,6.0314,0.6114
43400,5.9680,0.6075
43450,5.8849,0.6146
43500,5.7848,0.6114
43550,5.8052,0.5921
43600,6.0548,0.5819
43650,5.6788,0.5918
43700,5.5651,0.6049
43750,5.6125,0.5980
43800,6.0015,0.5980
43850,5.5983,0.5956
43900,5.4080,0.6015
43950,5.5969,0.5956
44000,5.6298,0.6005
44050,5.5538,0.6123
44100,5.5571,0.6163
44150,5.6294,0.6278
44200,6.2992,0.5995
44250,6.1795,0.6152
44300,6.2873,0.6237
44350,6.2233,0.5865
44400,6.0908,0.6045
44450,5.8674,0.5866
44500,5.9384,0.6015
44550,5.8619,0.6169
44600,6.0507,0.5950
44650,5.9057,0.5965
44700,6.2051,0.5901
44750,6.1584,0.6058
44800,6.2153,0.5900
44850,5.7459,0.5912
44900,5.8111,0.5829
44950,5.9457,0.5894
45000,5.7470,0.5966
45050,5.8800,0.6005
45100,5.7714,0.5899
45150,5.9716,0.5839
45200,5.8535,0.5920
45250,5.5422,0.5995
45300,5.8865,0.5985
45350,5.5695,0.5945
45400,5.5816,0.5821
45450,5.6274,0.6127
45500,5.7979,0.5955
45550,5.8805,0.6090
45600,5.8590,0.5985
45650,5.8893,0.5961
45700,6.0557,0.5837
45750,6.1222,0.5995
45800,6.1449,0.6127
45850,5.8747,0.6059
45900,5.8732,0.5866
45950,5.9947,0.5862
46000,5.9445,0.5823
46050,6.0062,0.5971
46100,6.1514,0.5839
46150,5.8469,0.6212
46200,6.1170,0.5910
46250,5.9155,0.5898
46300,5.9182,0.6045
46350,5.8320,0.5951
46400,5.7185,0.5817
46450,5.9026,0.5927
46500,5.7814,0.5931
46550,5.9812,0.5874
46600,5.9208,0.5985
46650,5.9160,0.5931
46700,5.9021,0.5995
46750,6.1221,0.5900
46800,6.1905,0.5789
46850,6.0128,0.5842
46900,5.9805,0.6045
46950,5.8853,0.5910
47000,5.7782,0.5805
47050,5.7894,0.5764
47100,6.2100,0.5756
47150,5.9586,0.5848
47200,6.2276,0.5707
47250,6.2038,0.5833
47300,6.3183,0.5844
47350,6.5681,0.5985
47400,6.6489,0.5662
47450,5.9949,0.5829
47500,6.1484,0.5821
47550,6.4179,0.5680
47600,6.3411,0.5819
47650,6.2242,0.5931
47700,6.0461,0.5827
47750,6.4956,0.5920
47800,6.2080,0.5821
47850,6.1940,0.5844
47900,6.0940,0.5926
47950,6.0347,0.5809
48000,6.0307,0.5548
48050,6.3879,0.5674
48100,5.8994,0.5728
48150,6.0819,0.5756
48200,5.9690,0.5770
48250,5.8791,0.5966
48300,5.8640,0.5823
48350,6.1291,0.5920
48400,5.9114,0.5799
48450,5.9511,0.5799
48500,6.0217,0.5614
48550,6.0091,0.5819
48600,5.5327,0.5896
48650,5.7002,0.5975
48700,5.4713,0.5767
48750,5.5747,0.5839
48800,5.8914,0.5777
48850,5.7785,0.5955
48900,6.0787,0.5835
48950,5.8551,0.5862
49000,6.2282,0.5833
49050,6.0262,0.5810
49100,6.1799,0.5927
49150,6.5380,0.5955
49200,6.5082,0.6110
49250,6.4290,0.5802
49300,6.2528,0.5955
49350,6.1515,0.5970
49400,6.4190,0.5865
49450,6.2178,0.5862
49500,6.0764,0.5960
49550,6.2115,0.5881
49600,6.4472,0.6045
49650,6.4428,0.5944
49700,6.3136,0.6025
49750,6.1886,0.5949
49800,6.1115,0.5860
49850,6.4675,0.5915
49900,6.5211,0.5767
49950,6.6153,0.5850
50000,6.5210,0.5941
